disease_id,diseaseid,diseasename
12828,C1997910,Citrin deficiency
839,C0015826,Fenestration (morphologic abnormality)
14785,C3495928,Thyroid associated orbitopathy
12324,C1863999,"Peroxisome Biogenesis Disorder, Complementation Group D"
378,C0007684,Central Nervous System Infection
6390,C0376532,"Epilepsy, Rolandic"
4012,C0262405,Cerebral dysfunction
9996,C1335469,Precursor Lymphoid Neoplasm
9876,C1333984,Hepatosplenic T-cell lymphoma
2008,C0033922,Psychomotor Disorders
8114,C0751456,Developmental Psychomotor Disorders
1938,C0032320,Pneumoperitoneum
8147,C0751583,"Encephalitis, West Nile Fever"
17779,C4683622,Stage A Chronic Lymphocytic Leukemia
11287,C1842036,GIANT PIGMENTED HAIRY NEVUS
1875,C0031029,Periapical Granuloma
278,C0005942,"Bone Diseases, Endocrine"
6982,C0452147,"Hypospadias, penoscrotal"
16102,C4020787,Subcoronal hypospadias
2875,C0152200,Achromatopsia
5378,C0302129,Achromatopsia 1
18105,C4745064,Recurrent Biliary Tract Carcinoma
4041,C0263224,Flexural atopic dermatitis
12618,C1883018,Severe Aplastic Anemia
17230,C4476780,Reduced amygdala volume
6442,C0393534,Paraneoplastic Cerebellar Degeneration
16873,C4302896,Hormone sensitive prostate cancer
10747,C1720862,Congenital Generalized Lipodystrophy Type 1
6481,C0393693,"Benign Neonatal Epilepsy, Nonfamilial"
9086,C1135191,"Heart Failure, Systolic"
956,C0018036,"Hypertension, Goldblatt"
3304,C0205815,"Leiomyosarcoma, Epithelioid"
3305,C0205816,"Leiomyosarcoma, Myxoid"
3559,C0221060,Mobius Syndrome
18067,C4733126,hereditary breast/ovarian cancer - BRCA1
45,C0001614,Adrenal Cortex Diseases
7486,C0595905,cortex bone disorders
4548,C0268276,Juvenile GM 2 gangliosidosis
18084,C4739246,Apnea+hypopnea
5738,C0339512,Bull's eye macular dystrophy
3649,C0233622,Ritual compulsion
9705,C1328544,Tubular breast carcinoma
13602,C2854122,Acute myeloblastic leukemia with t(8;21)
9849,C1333620,Flat Ductal Epithelial Atypia of the Breast
9302,C1266124,tumor miofibroblĂĄstico peribronquial congĂŠnito
10042,C1336145,Stage IB Lung Squamous Cell Carcinoma AJCC v7
6756,C0410214,Myopathy with Abnormal Lipid Metabolism
4103,C0264122,"Atrophy, Disuse"
17921,C4721209,Metastatic human epidermal growth factor 2 positive carcinoma of breast
4227,C0265301,Sclerosteosis
11827,C1853942,"CITRULLINEMIA, TYPE II, NEONATAL-ONSET"
1648,C0027613,Neonatal hepatitis
9977,C1335168,Ovarian mucinous tumor
1361,C0023486,Prolymphocytic Leukemia
3355,C0206586,Endolymphatic Hydrops
10659,C1708272,HIV lipodystrophy
9736,C1332214,Adult Primary Cutaneous Anaplastic Large Cell Lymphoma
17349,C4518375,Mucinous tubular and spindle cell carcinoma
4759,C0270786,Binswanger Disease
14627,C3280777,VENTRICULAR SEPTAL DEFECT 1
15581,C3826590,Chest--Tumors
4423,C0267055,Erosive esophagitis
13349,C2721734,Methylenetetrahydrofolate reductase polymorphism
11319,C1842687,PONTOCEREBELLAR HYPOPLASIA TYPE 3 (disorder)
4219,C0265287,Acromicric Dysplasia
14721,C3489726,Geleophysic dysplasia
14479,C3278147,GELEOPHYSIC DYSPLASIA 1
13191,C2676770,Birk-Barel Mental Retardation Dysmorphism Syndrome
3232,C0162853,Pityriasis Lichenoides
1845,C0030517,Parathyroid Diseases
17293,C4505432,XMRV Infection
12604,C1879312,Agyria
15444,C3809655,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2R"
10351,C1514517,Prostate Stromal Proliferation of Uncertain Malignant Potential
17395,C4522245,Atypical Spitz Nevus
96,C0002690,Amputation Stumps
13178,C2676281,"DYSTONIA 17, TORSION, AUTOSOMAL RECESSIVE (disorder)"
3553,C0221043,Liddle Syndrome
5692,C0338591,"Amnesia, Transient Global"
17181,C4324563,Neutrophil extracellular trap formation
3272,C0205204,Scab
5399,C0302840,Toxic thyroid adenoma
816,C0015499,Hereditary Factor V Deficiency
17320,C4511003,Acute myeloid leukemia with t(8;16)(p11;p13) translocation
1091,C0019655,Histoplasmosis
7812,C0742132,cervical cancer metastasis
7789,C0741026,Atypical angina
9871,C1333967,Inflammatory pseudotumor of liver
7053,C0473219,Renal hypouricemia
2105,C0035851,Root Resorption
13331,C2718067,Alcoholic Steatohepatitis
8712,C0858866,Rosacea-like dermatitis
18092,C4744430,Recurrent Desmoid-Type Fibromatosis
8148,C0751587,CADASIL Syndrome
1664,C0027706,Hereditary nephritis
1073,C0019342,Genital Herpes
4954,C0272187,Congenital leukocyte adherence deficiency
1024,C0018975,Hemeralopia
4425,C0267072,Esophageal Dysphagia
14718,C3489704,Vision Disability
13182,C2676466,Pontocerebellar Hypoplasia Type 2B
12022,C1857762,"Olivopontocerebellar hypoplasia, fetal-onset"
11979,C1856974,PONTOCEREBELLAR HYPOPLASIA TYPE 4 (disorder)
4374,C0266468,Congenital pontocerebellar hypoplasia
4424,C0267071,Oropharyngeal Dysphagia
13181,C2676465,Pontocerebellar Hypoplasia Type 2C
13887,C2932714,Pontocerebellar Hypoplasia Type 2
11578,C1848526,Pontocerebellar Hypoplasia Type 2A
5924,C0342345,Hypoparathyroidism - autosomal dominant
16512,C4225237,"RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 5"
14905,C3550273,PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER)
1269,C0022610,Kernicterus
11264,C1840362,"HYPERTRICHOSIS UNIVERSALIS CONGENITA, AMBRAS TYPE (disorder)"
1155,C0020555,Hypertrichosis
10002,C1335512,Prostate Lymphoma
666,C0013362,Dysarthria
9578,C1302652,Adenoma of rectum
17684,C4551910,Acute Inflammatory Demyelinating Polyneuropathy
15824,C3890941,Acute Motor Axonal Neuropathy
2812,C0151559,Central nervous system depression (disorder)
15739,C3887942,"GLAUCOMA 1, OPEN ANGLE, B"
15862,C3899155,hereditary neuroblastoma
5861,C0341306,Microvillus inclusion disease
2835,C0151859,Polyserositis
755,C0014522,Epidermodysplasia Verruciformis
13533,C2751608,"Pituitary Hormone Deficiency, Combined, 1"
14248,C3151440,"PITUITARY HORMONE DEFICIENCY, COMBINED, 6"
13788,C2931352,Familial renal cell carcinoma
11629,C1849397,Retinoschisis of Fovea
2244,C0038166,Staphylococcal Skin Infections
13031,C2585960,Heterozygous protein C deficiency
8649,C0856716,Asthma aspirin-sensitive
10098,C1368771,Burkitt-like lymphoma
9825,C1333294,ALK positive large B-cell lymphoma
1523,C0025269,Multiple Endocrine Neoplasia Type 2b
3360,C0206620,"Lymphangioma, Cystic"
3199,C0162568,Erythropoietic Protoporphyria
3315,C0205858,General Paralysis
1696,C0027932,Neurotic Disorders
15590,C3827793,Transient hypothyroxinaemia of prematurity
11266,C1840365,King Denborough syndrome
18017,C4725876,Resectable Neuroblastoma
4904,C0271858,Tertiary hyperparathyroidism
18257,C4755278,FASTKD2-related infantile mitochondrial encephalomyopathy
6008,C0342788,Renal carnitine transport defect
16917,C4304667,Benign concentric annular macular dystrophy
2642,C0085635,Photopsia
15473,C3809918,MULTIPLE FIBROADENOMAS OF THE BREAST
12182,C1860788,Transient Myeloproliferative Disorder of Down Syndrome
141,C0003113,Anomia
9882,C1333992,Hereditary Ovarian Carcinoma
7839,C0744474,Gram-positive bacteremia
13195,C2676782,"Nephrolithiasis-Osteoporosis, Hypophosphatemic, 2"
912,C0017531,Angiolymphoid hyperplasia
7663,C0694571,extranodal lymphoma
17384,C4521481,Pseudomyotonia (finding)
15299,C3805211,Hypoxic respiratory failure
3356,C0206604,Arterivirus Infections
10770,C1736154,Anti-MAG neuropathy
18262,C4755308,Familial cervical artery dissection
1734,C0029077,"Ophthalmia, Sympathetic"
4378,C0266484,Schizencephaly
16926,C4305253,Congenital analbuminemia
10598,C1701938,Associated Pulmonary Arterial Hypertension
12478,C1866423,Quebec platelet disorder
10316,C1510460,Orofaciodigital Syndrome I
12743,C1969621,"DEAFNESS, AUTOSOMAL RECESSIVE 63"
6055,C0343115,Skin Mastocytoma
7823,C0743073,depression anxiety disorder
13019,C2584620,"Thrombophilia, hereditary"
5684,C0338507,Non-arteritic ischemic optic neuropathy
11736,C1852242,Nonarteritic anterior ischemic optic neuropathy (NAION)
14735,C3493776,"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1"
12671,C1960048,Severe persistent asthma
6641,C0403554,"Renal Tubular Acidosis, Distal, with Progressive Nerve Deafness"
9804,C1333063,Classical Burkitt Lymphoma
2205,C0037650,Somatoform Disorder
8904,C0920035,Left ventricular overload
15617,C3839524,Anemia in malignant neoplastic disease
11910,C1855472,Acute lymphoblastic leukemia with lymphomatous features
1996,C0033806,Pseudohypoparathyroidism
7365,C0553647,calcifying aponeurotic fibroma
1773,C0029440,Osteoma
5304,C0280470,basaloid carcinoma of the anus
13141,C2675496,Retinitis Pigmentosa 46
5719,C0339277,"Corneal Dystrophy, Juvenile Epithelial of Meesmann"
10344,C1513269,Microcysts
17780,C4684845,Pulmonary Artery Intimal Sarcoma
9082,C1112768,Anterior subcapsular cataract
17771,C4554007,Uveoretinal Coloboma
8941,C0948120,Hepatic siderosis
9500,C1291601,Deficiency of isomerase
7807,C0741975,carotid disease
17790,C4688308,Advanced Lung Non-Squamous Non-Small Cell Carcinoma
16915,C4304539,20p12.3 microdeletion syndrome
14017,C2987191,"Pancreatic Intraductal Papillary Mucinous Neoplasm, Gastric-Type"
2962,C0153500,Malignant neoplasm of heart
7191,C0521614,Gallstone pancreatitis
11626,C1849386,"Myoglobinuria, Acute Recurrent, Autosomal Recessive"
479,C0009197,Cochlear Diseases
8940,C0948109,Idiopathic neutropenia
286,C0006035,Borrelia Infections
859,C0016085,Filariasis
8084,C0751357,"Myositis, Focal"
7298,C0544796,"Myositis, Proliferative"
3134,C0158353,Infectious Myositis
6590,C0399352,Developmental absence of tooth
12757,C1969807,"Dystonia, Focal, Task-Specific"
14958,C3553549,"POROKERATOSIS 7, MULTIPLE TYPES"
5012,C0275778,Lyme carditis
643,C0012746,Dissociative disorder
8497,C0850024,Gluten sensitivity
7782,C0740898,Hypokalemic metabolic alkalosis
68,C0001916,Albinism
11467,C1845860,"MENTAL RETARDATION, X-LINKED 73"
11218,C1839082,"MENTAL RETARDATION, X-LINKED 89"
11456,C1845531,"MENTAL RETARDATION, X-LINKED 81"
8439,C0796221,"MENTAL RETARDATION, X-LINKED 15"
11453,C1845499,"MENTAL RETARDATION, X-LINKED 77"
14444,C3275443,"MENTAL RETARDATION, X-LINKED 90 (disorder)"
11432,C1845181,"MENTAL RETARDATION, X-LINKED 78"
8445,C0796237,"Mental Retardation, X-Linked 30"
14443,C3275408,"MENTAL RETARDATION, X-LINKED 96"
14445,C3275444,"MENTAL RETARDATION, X-LINKED 88 (disorder)"
8436,C0796215,"Mental Retardation, X-Linked 9"
8443,C0796229,"MENTAL RETARDATION, X-LINKED 23"
8440,C0796224,"MENTAL RETARDATION, X-LINKED 18"
11426,C1845144,"Mental Retardation, X-Linked 92"
8438,C0796220,"MENTAL RETARDATION, X-LINKED 14"
11439,C1845286,"MENTAL RETARDATION, X-LINKED 82"
11444,C1845333,"Mental Retardation, X-Linked 45"
11463,C1845672,"Mental Retardation, X-Linked 63"
11562,C1848087,"MENTAL RETARDATION, X-LINKED 50"
15331,C3806746,"MENTAL RETARDATION, X-LINKED 99"
15816,C3890167,"MENTAL RETARDATION, X-LINKED 100"
11470,C1845889,"MENTAL RETARDATION, X-LINKED 53"
11443,C1845297,"MENTAL RETARDATION, X-LINKED 84"
15327,C3806730,"MENTAL RETARDATION, X-LINKED 98"
11464,C1845810,"MENTAL RETARDATION, X-LINKED 42"
8442,C0796226,"MENTAL RETARDATION, X-LINKED 20"
8433,C0796206,Atkin syndrome
13413,C2749020,"Mental Retardation, X-Linked, Znf711-Related"
11454,C1845526,"Mental Retardation, X-Linked 46"
11478,C1846038,"MENTAL RETARDATION, X-LINKED 72"
8434,C0796207,"MENTAL RETARDATION, X-LINKED 2 (disorder)"
8446,C0796241,"MENTAL RETARDATION, X-LINKED 34 (disorder)"
15741,C3887959,"MENTAL RETARDATION, X-LINKED 49"
11484,C1846174,"Mental Retardation, X-Linked 58"
8441,C0796225,"Mental Retardation, X-Linked 19"
8449,C0796249,"Mental Retardation, X-Linked 47"
13516,C2751315,Atrial Septal Defect 6
15784,C3888391,Nonnuclear polymorphic congenital cataract
15221,C3711384,"Distal Hereditary Motor Neuropathy, Type II"
1304,C0023067,Laryngitis
13179,C2676285,"Bone Fragility with Contractures, Arterial Rupture, and Deafness"
16265,C4048297,Idiopathic retroperitoneal fibrosis
4456,C0267770,Retractile Mesenteritis
6972,C0451694,Severe combined immunodeficiency with low or normal B-cell numbers
11103,C1837028,"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell Negative, B Cell Positive, NK Cell Positive"
1317,C0023241,Legionnaires' Disease
9749,C1332338,Asbestos-Related Malignant Mesothelioma
13439,C2750069,"Lipodystrophy, Congenital Generalized, Type 4"
17529,C4543758,Protracted bronchitis caused by bacterium
5809,C0340486,Induced ventricular tachycardia
13504,C2751259,"Macrothrombocytopenia, Autosomal Dominant, Tubb1-Related"
16900,C4304021,Autosomal dominant macrothrombocytopenia
9690,C1322281,Seasonal rhinitis
8684,C0857594,Specific allergy (drug)
3433,C0206710,Basal Cell Neoplasm
10544,C1611706,Myosclerosis
2659,C0085692,Hemorrhagic cystitis
1658,C0027663,"Neoplasms, Multiple Primary"
9691,C1323099,sympathomimetic disorder
12151,C1859648,"Asthma, Nasal Polyps, And Aspirin Intolerance"
2223,C0037939,Spinal Neoplasms
15728,C3887662,Intraspinal Neoplasm
7279,C0543698,Hypersensitive syndrome
7586,C0679276,relief drinking
3749,C0235983,Normochromic anemia
685,C0013447,Ear Diseases
9253,C1264190,"Follicular non-Hodgkin's lymphoma, large cell"
2504,C0043528,Zoonoses
6024,C0342873,Glutaric Aciduria III
14042,C3149462,HYPERALPHALIPOPROTEINEMIA 1
6029,C0342883,Cholesteryl Ester Transfer Protein Deficiency
8498,C0850572,Adenomatous polyp of colon
16863,C4302206,Perinatal arterial ischemic stroke
12444,C1865871,"HEMANGIOMA, CAPILLARY INFANTILE"
14794,C3501843,Nonmedullary Thyroid Carcinoma
12657,C1959582,PTEN Hamartoma Tumor Syndrome
9526,C1298685,Chronic pain syndrome
8906,C0920184,Fundic gland polyp
4491,C0268095,Keshan disease
18174,C4748785,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 16"
8127,C0751502,Petrous Sinus Thrombosis
8126,C0751501,Intracranial Sinus Thrombophlebitis
2190,C0037198,"Sinus Thrombosis, Intracranial"
8125,C0751500,Petrous Sinus Thrombophlebitis
17394,C4522224,Recurrent Anaplastic Astrocytoma
6812,C0431108,Anaplastic Oligoastrocytoma
15846,C3897762,Recurrent Childhood Anaplastic Astrocytoma
15882,C3899676,Childhood Anaplastic Oligoastrocytoma
3470,C0220603,Childhood Brain Neoplasm
9611,C1306065,DEVELOPMENTAL DYSPLASIA OF THE HIP 1
698,C0013592,Ectropion
13172,C2676235,"CILIARY DYSKINESIA, PRIMARY, 9"
4278,C0265633,Congenital absence of tibia
14610,C3280586,Mannose-Binding Protein Deficiency
9944,C1334749,Lymphoproliferative disorder caused by methotrexate
6004,C0342779,ATP synthase deficiency
14501,C3279699,"Encephalocardiomyopathy, Mitochondrial, Neonatal, Due To Atp Synthase Deficiency"
18265,C4757950,Isolated ATP synthase deficiency
4938,C0272118,Warm autoimmune hemolytic anemia
5549,C0334381,Non-infiltrating lobular carcinoma
13235,C2677877,"Surfactant Metabolism Dysfunction, Pulmonary, 4"
13719,C2931035,"Pulmonary alveolar proteinosis, congenital"
5055,C0276680,Infection by Candida albicans
16028,C4015202,PALMOPLANTAR KERATODERMA AND WOOLLY HAIR
809,C0015414,Eye Neoplasms
823,C0015558,Fallopian Tube Neoplasms
457,C0008707,Chronic osteomyelitis
9032,C1096452,Neonatal Early-Onset Sepsis
9308,C1266138,Benign cystic nephroma
5447,C0333160,Air cyst
5779,C0340014,"Chylothorax, congenital"
4283,C0265673,Congenital kyphosis
9829,C1333306,Distal-Type Epithelioid Sarcoma
4039,C0263009,Sclerosis of the skin
13175,C2676254,Prickle1-Related Progressive Myoclonus Epilepsy with Ataxia
6520,C0393995,Quadriplegic cerebral palsy
13880,C2931893,Lysosomal beta-mannosidase deficiency
9120,C1142127,Pneumococcal bacteraemia
15112,C3658267,"Prostatic Neoplasms, Castration-Resistant"
8869,C0917715,Hajdu-Cheney Syndrome
4570,C0268338,"Ehlers-Danlos Syndrome, Type IV"
12483,C1866507,Spondyloepimetaphyseal Dysplasia With Abnormal Dentition
9994,C1335461,Postsurgical Stage I Hepatoblastoma
1683,C0027822,Neurodermatitis
5405,C0302885,Testicular dysgenesis
6668,C0405581,Testicular dysfunction
9164,C1257797,"Choledochal Cyst, Type III"
496,C0009439,"Choledochal Cyst, Type I"
9165,C1257798,"Choledochal Cyst, Type IV"
9163,C1257796,"Choledochal Cyst, Type II"
9166,C1257799,"Choledochal Cyst, Type V"
11226,C1839332,"Rett Syndrome, Preserved Speech Variant"
9658,C1319300,"Nephroblastoma, favorable histology"
15194,C3697776,Proliferative verrucous oral leukoplakia
10045,C1336257,Stage 3 Neuroblastoma
4583,C0268358,"Osteogenesis imperfecta, dominant perinatal lethal"
9497,C1291557,Deficiency of lyase
15549,C3825128,Respiratory infections in children
6907,C0432255,Geroderma osteodysplastica
6896,C0432235,CRANIOECTODERMAL DYSPLASIA 1
3919,C0241950,Intestinal infarction
2536,C0079680,Lentivirus Infections
2034,C0034219,Alveolar pyorrhea
1506,C0025167,Megakaryocytic hyperplasia
5975,C0342643,Autosomal recessive hypophosphatemic vitamin D refractory rickets
3008,C0154254,Polyclonal hypergammaglobulinemia
9637,C1314678,Ameloblastic Carcinoma
14801,C3501912,Cerebrocostomandibular-Like Syndrome
13712,C2931011,"Congenital disorder of glycosylation, type 2G"
4245,C0265342,Cerebrocostomandibular Syndrome
8101,C0751416,Pelvic Cancer
13515,C2751313,CLAPO Syndrome
4270,C0265552,Congenital macrodactylia
13563,C2752042,"Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi"
12411,C1865285,Megalencephaly cutis marmorata telangiectatica congenita
9668,C1320471,"Mesoblastic nephroma, cellular"
13138,C2675487,"Mental Retardation, Autosomal Dominant 4"
13139,C2675488,"Mental Retardation, Autosomal Dominant 3"
2813,C0151565,Hemorrhagic colitis
11892,C1855126,3-Methylglutaconic Aciduria Type IV
2655,C0085679,Hyperchloremia
12062,C1858302,Ectodermal dysplasia/ skin fragility syndrome
4166,C0265110,Cerebral Vasospasm
694,C0013570,"Ecthyma, Contagious"
10063,C1336753,Thyroid Lymphoma
5717,C0339271,Salzmann nodular dystrophy
10512,C1567742,"Alport Syndrome, X-Linked"
9931,C1334634,Mature B-Cell Non-Hodgkin Lymphoma
14342,C3178804,Physical Anhedonia
9595,C1304191,Autoimmune urticaria
8846,C0878631,pathergy
13221,C2677549,"Hypouricemia, Renal, 2"
5913,C0342286,Woodhouse Sakati syndrome
9410,C1276035,Pena-Shokeir syndrome type I
13148,C2675527,"Myopathy, Congenital, Compton-North"
10375,C1519653,Trisomy 4
17834,C4693893,"DEAFNESS, AUTOSOMAL RECESSIVE 57"
12759,C1969833,"COPD, Severe Early-Onset"
16382,C4082304,Oligodontia
7700,C0701163,Adrenogenital disorder
1710,C0028432,Nose Diseases
13666,C2921627,Clinically isolated syndrome
6329,C0349571,Pleomorphic adenoma of parotid gland
7267,C0543541,HYPERGLYCINURIA (disorder)
4692,C0268654,Iminoglycinuria
2852,C0152027,Sensory Disorders
299,C0006160,Brenner Tumor
4056,C0263420,Hyperkeratosis lenticularis perstans
10217,C1410400,"Nontraumatic subarachnoid hemorrhage, unspecified"
3897,C0240635,Byzanthine arch palate
11473,C1845987,"Neutropenia, Severe Congenital, X-Linked"
17045,C4310743,"STRIATONIGRAL DEGENERATION, CHILDHOOD-ONSET"
1969,C0033103,Pretibial myxedema
7917,C0748607,Recurrent seizure
5175,C0278882,Stage III Cutaneous Melanoma AJCC v6
9650,C1318562,Infantile digital fibromatosis
9444,C1282908,De Vaal's syndrome
4947,C0272167,Reticular dysgenesis
7034,C0458631,Performance anxiety
15726,C3887654,"POLYARTERITIS NODOSA, CHILDHOOD-ONSET"
17755,C4552673,Stage I Ovarian Cancer AJCC v8
5125,C0278685,Stage I Ovarian Cancer AJCC v6 and v7
10059,C1336748,Thyroid Angiosarcoma
14385,C3266076,Orofacial cleft
5874,C0341503,Bacterial peritonitis
14407,C3272399,Gastric Neuroendocrine Tumor
10582,C1696701,Skin-picking
12330,C1864124,SCHIZOPHRENIA 8 (disorder)
17171,C4324356,End stage lung disease
1381,C0023645,Lichen planus follicularis
13164,C2675867,"CILIARY DYSKINESIA, PRIMARY, 10"
9855,C1333786,Gastric Precancerous Condition
3465,C0206752,Alphavirus Infections
16731,C4274084,Pelizaeus Merzbacher like disease
8251,C0751895,"Vasospasm, Intracranial"
4852,C0271528,Isosexual precocious puberty
15553,C3825276,Stereotyped behavior (Psychiatry)
6566,C0398642,Montreal platelet syndrome
12098,C1858712,"Spastic paraplegia 10, autosomal dominant"
13149,C2675528,"Spastic Paraplegia 42, Autosomal Dominant"
6862,C0431890,Hypoplasia of thumb
13866,C2931850,Aase Smith syndrome 2
13161,C2675860,Diamond-Blackfan Anemia 4
13143,C2675511,Diamond-Blackfan Anemia 8
13144,C2675512,Diamond-Blackfan Anemia 7
14343,C3178805,Heterotaxy Syndrome
3978,C0242855,Congenital atresia of pulmonary valve
6987,C0454578,Receptive aphasia (finding)
16875,C4303082,Hyperinsulinism due to uncoupling protein 2 deficiency
7592,C0679401,Vascular rupture
353,C0007135,"Adenocarcinoma, Scirrhous"
2931,C0153393,Malignant neoplasm of superior wall of nasopharynx
2934,C0153396,Malignant tumor of anterior wall of nasopharynx
2933,C0153395,Malignant tumor of lateral wall of nasopharynx
2932,C0153394,Malignant tumor of posterior wall of nasopharynx
15162,C3668943,Fatty Acid Hydroxylase-Associated Neurodegeneration
14788,C3496228,"Leukodystrophy, Dysmyelinating, And Spastic Paraparesis With Or Without Dystonia"
10164,C1389473,Pelvic hypoplasia
11648,C1850040,Pelviscapular dysplasia
10971,C1834653,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1B (disorder)"
15922,C4014269,"ATRIAL FIBRILLATION, FAMILIAL, 15"
1496,C0024950,Maxillary Diseases
1281,C0022682,Kienbock Disease
1479,C0024689,Mandibular Diseases
8691,C0857846,Legionella pneumophila pneumonia
3171,C0162275,Ketonuria
16699,C4255079,Familial Hyperekplexia
15289,C3715216,RETINITIS PIGMENTOSA 66
14107,C3150803,NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTIC LEUKEMIA
4799,C0270970,Reducing-body myopathy
15988,C4014833,IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUROLOGIC ABNORMALITIES
6268,C0347390,Skin Papilloma
9344,C1273070,Left ventricular diastolic dysfunction
5873,C0341486,Cystadenoma of pancreas
10474,C1561828,Anemia in chronic kidney disease
7833,C0744301,gastric ulcer benign
14989,C3553843,HYPOGONADOTROPIC HYPOGONADISM 10 WITH OR WITHOUT ANOSMIA
87,C0002438,Amebiasis
671,C0013370,Amebic colitis
6910,C0432268,Osteopathia striata cranial sclerosis
5311,C0280725,Adult Cholangiocarcinoma
7558,C0677660,Emotional problems
9844,C1333500,Extragastrointestinal Gastrointestinal Stromal Tumor
12862,C2063326,Right ventricular cardiomyopathy
4964,C0272241,Complement abnormality
17194,C4329281,Advanced Malignant Solid Neoplasm
16928,C4305457,Osteomalacia due to vitamin D deficiency
1893,C0031144,Chronic peritoneal effusion (disorder)
6658,C0403814,Congenital bilateral aplasia of vas deferens
16753,C4275075,Atypical Werner syndrome
2803,C0151476,Hypochloremic alkalosis
8645,C0856554,Hepatic cancer metastatic
15412,C3809383,IMMUNODEFICIENCY 8
2274,C0038557,Submandibular Gland Diseases
17645,C4551767,Protanopia
3043,C0155016,"Color Blindness, Red-Green"
11233,C1839612,"MYOPIA 1, X-LINKED"
17620,C4551635,Deuteranopia
3042,C0155015,"Color Blindness, Red"
11566,C1848200,"SUBCORTICAL BAND HETEROTOPIA, X-LINKED"
13807,C2931459,Lynch syndrome I (site-specific colonic cancer)
17843,C4698644,Atypical scrapie
14023,C2987516,Cervix Intraepithelial Neoplasia Grade 3 AJCC v7
297,C0006144,Breast Cyst
13304,C2712871,Gout attack
56,C0001752,African swine fever
5025,C0276138,Viral myocarditis
13396,C2748544,"Spondyloepimetaphyseal Dysplasia, Aggrecan Type"
4147,C0264774,Mitral and aortic incompetence
3072,C0155568,Rheumatic aortic regurgitation
15754,C3888044,Nephrogenic Systemic Fibrosis
12808,C1970808,Xeroderma Pigmentosum B-Cockayne Syndrome
3252,C0175713,Aicardi's syndrome
2218,C0037917,Spina Bifida Cystica
15985,C4014814,"MYOPATHY, CENTRONUCLEAR, 5"
13147,C2675526,"Neutropenia, Severe Congenital, Autosomal Recessive 4"
11880,C1855020,Acute necrotizing encephalopathy
6101,C0343968,Hepatosplenic schistosomiasis
8512,C0851445,Haematopoietic neoplasms (excl leukaemias and lymphomas)
2364,C0040702,Transient Tic Disorder
8141,C0751554,Motor Tic Disorders
5671,C0338468,"Tic Disorders, Vocal"
2339,C0040188,Tic disorder
8140,C0751553,Childhood Tic Disorders
456,C0008701,Chronic Motor or Vocal Tic Disorder
3648,C0233610,Negativism in catatonia
7990,C0751003,Brain Aneurysm
13727,C2931059,Marie Unna congenital hypotrichosis
1588,C0026718,Mucormycosis
2505,C0043541,Zygomycosis
15641,C3843752,"Asthma, doctor diagnosed"
10688,C1709569,Pleomorphic hyalinizing angiectatic tumor of soft tissue
11744,C1852438,"CATARACT, COPPOCK-LIKE"
15309,C3805411,CATARACT 30
10907,C1833118,"Cataract, Pulverulent"
8495,C0849784,Bacterial diarrhoea
3082,C0155733,Atherosclerosis of aorta
7806,C0741949,Cardiovascular Pathology
11584,C1848578,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblF TYPE (disorder)"
12547,C1868594,Perry Syndrome
2688,C0086241,"Epilepsy, Tonic"
905,C0017332,Generalized Nonconvulsive Seizure Disorder
2684,C0086236,"Epilepsy, Atonic"
4776,C0270854,Symptomatic Generalized Epilepsy
6271,C0347869,"Epilepsy, Akinetic"
5414,C0311334,Generalized convulsive epilepsy
10132,C1384403,Cellular Ependymoma
6117,C0344461,Oligodendroblastoma
5619,C0334578,Papillary ependymoma
8094,C0751395,Mixed Oligodendroglioma-Ependymoma
14798,C3501854,"Leukemia, Acute, X-Linked"
8422,C0796154,"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1"
12852,C2051831,Pectus excavatum
1608,C0026975,Myelitis
14391,C3266324,Recurrent optic neuritis
12193,C1861101,THYROID HORMONE PLASMA MEMBRANE TRANSPORT DEFECT
16152,C4022739,Abnormal neuron morphology
1532,C0025297,Viral meningitis
3492,C0220662,"ARTHROGRYPOSIS, DISTAL, TYPE 1"
4185,C0265224,Freeman-Sheldon syndrome
5253,C0279748,Undifferentiated carcinoma of nasopharynx
9899,C1334243,Intracranial Melanoma
12090,C1858664,"HEMOCHROMATOSIS, TYPE 3"
7232,C0524611,Cryptogenic Chronic Hepatitis
3627,C0231311,Jet Lag Syndrome
8065,C0751280,Cystic Periventricular Leukomalacia
2843,C0151971,Primary ulcer of intestine
11449,C1845407,"CONE-ROD DYSTROPHY, X-LINKED, 3"
2660,C0085693,Acute appendicitis NOS (disorder)
1190,C0020951,Immune Complex Diseases
