cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,confidence,data_quality,source,source_url,source_type,year_specific,geographic_variation,is_subtype,parent_disease,reasoning,total_cases_per_year
C0549357,Abdominal adhesions,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0549423,Obstructive Hydrocephalus,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0549493,Alveolitis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0549618,MALE GENITAL ABNORMALITIES,30.0,,incidence,0.35,weak,Multiple congenital anomaly registries (aggregate estimate),,estimate,False,high,False,,"Umbrella term covering multiple congenital anomalies (hypospadias ~50-80%, cryptorchidism ~3-10%, epispadias rare, ambiguous genitalia ~0.1-0.2%). Aggregate BOTEC estimate ~30 per 100k births based on major subcategories. Low confidence due to heterogeneity and varying prevalence/incidence definitions.",2400000
C0549622,Sexual Dysfunction,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0553548,Necrotizing Arteritis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0553586,Cafe-au-lait macules with pulmonary stenosis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0558355,Tonsillar Carcinoma,2.1,,incidence,0.78,strong,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry,True,moderate,True,Oropharyngeal Cancer,Incidence of tonsillar carcinoma (primary squamous cell cancer) estimated at ~2.1 per 100k person-years from GLOBOCAN 2005. Represents malignant epithelial tumors of palatine and pharyngeal tonsils. Specific histological subtype of oropharyngeal malignancies. Confidence moderate-high based on cancer registry data; geographic variation due to HPV prevalence differences.,168000
C0559506,Neonatal unconjugated hyperbilirubinemia,5000.0,,incidence,0.75,strong,AAP Clinical Practice Guideline on Hyperbilirubinemia,,literature,False,moderate,True,Neonatal jaundice,Neonatal unconjugated hyperbilirubinemia (physiologic jaundice) occurs in ~50-60% of term infants and ~80-90% of preterm infants. Estimated at ~5000 per 100k live births based on neonatology literature. Confidence moderate due to variation by maturity and reporting methodology.,400000000
C0563305,IgA myeloma,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0564567,Impulsive character (finding),1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0584984,Heterozygous Factor V Leiden mutation,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0585229,Multiple lacunar infarcts,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0585539,X-Linked Infantile Nystagmus,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0595995,Idiopathic scoliosis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0596298,Cerebrovascular Occlusion,120.0,,incidence,0.85,strong,Lozano R et al. (2012). Global and regional mortality from 235 causes of death for 20 age groups in 1990 and 2010. Lancet. 380(9859):2095-2128,https://pubmed.ncbi.nlm.nih.gov/23245604/,literature,False,high,True,Cerebrovascular Accidents (Stroke),Ischemic stroke caused by vessel occlusion represents approximately 80% of all strokes. Global stroke incidence is 150 per 100k; occlusion-type represents ~120 per 100k person-years. Based on WHO/GLOBOCAN data and large epidemiological studies.,9600000
C0597048,Neurogenic hypertension,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0600260,"Lung Diseases, Obstructive",200,,incidence,0.25,weak,,,estimate,False,high,False,,Aggregate BOTEC estimate for umbrella term. Low confidence due to heterogeneity of conditions included.,16000000
C0677728,Indolent Adult Non-Hodgkin Lymphoma,8.5,,incidence,0.65,moderate,,,,False,moderate,True,Non-Hodgkin Lymphoma,"Indolent NHL incidence estimated ~8-10 per 100k from cancer registries. This represents slow-growing lymphomas (follicular, small lymphocytic, lymphoplasmacytic, marginal zone). Adult-specific subtype. Aggregate estimate of major indolent subtypes.",680000
C0678230,Congenital Epicanthus,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C0686377,CNS metastases,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0694539,Chronic atrial fibrillation,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0699743,Congenital muscular dystrophy (disorder),extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C0699753,Cancer Relapse,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C0700594,Radiculopathy,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0729233,Dissecting aneurysm of the thoracic aorta,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0730284,Clinically significant macular edema,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0730304,Cavernous hemangioma of retina,extremely rare,,,0.32,weak,,,,False,unknown,True,Retinal hemangioma,"Cavernous hemangioma of the retina is extremely rare, typically discovered incidentally on funduscopic examination. Estimated less than 0.1 per 100k population. Most cases identified in orbital/ophthalmic case series rather than epidemiological studies. Limited epidemiological data available.",extremely rare
C0740376,Middle Cerebral Artery Thrombosis,4.2,,incidence,0.65,moderate,Stroke registries and epidemiological surveys,,registry,False,moderate,True,Middle Cerebral Artery Infarction,Thrombotic mechanism accounts for approximately 15-20% of MCA infarctions. Estimated incidence ~4.2 per 100k person-years based on stroke mechanism classification in population-based registries.,336000
C0740441,Acute diarrhea,8500.0,,incidence,0.78,strong,Boschi-Pinto C et al. (2008). Estimating child mortality due to diarrhoea in developing countries. Bull World Health Organ. 86(9):710-717,https://pubmed.ncbi.nlm.nih.gov/18797649/,literature,False,high,True,Diarrhea,"Acute diarrhea (infectious and non-infectious) is extremely common globally, especially in children <5 years. WHO/CDC estimate ~1.7-2.5 billion episodes per year. Global population-weighted incidence ~8000-10000 per 100k per year (higher in developing regions: 10,000-15,000; lower in developed regions: 1000-3000). Most common cause of morbidity in low-income countries.",680000000
C0742468,Central nervous system lesion,,,,0.0,none,,,,False,unknown,False,,"Umbrella term too broad and generic to estimate meaningfully. CNS lesions can result from stroke, tumor, infection, trauma, demyelination, and other diverse etiologies with vastly different incidence rates. Would require specification of lesion etiology or location.",
C0743479,emotional dysfunction,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0744855,hepatitis immune,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0745744,End Stage Liver Disease,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0748052,Erythrodermic psoriasis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0750968,Central Nervous System Metabolic Disorders,200,,incidence,0.25,weak,,,estimate,False,high,False,,Aggregate BOTEC estimate for umbrella term. Low confidence due to heterogeneity of conditions included.,16000000
C0751422,Hereditary Autoinflammatory Diseases,0.5,,incidence,0.45,moderate,,,,False,high,False,,"Umbrella term for rare genetic autoinflammatory syndromes (FMF, TRAPS, HIDS, CAPS, etc.). Aggregate estimate ~0.5 per 100k based on genetic disease registries. Wide heterogeneity and geographic clustering (e.g., FMF in Mediterranean populations).",40000
C0751436,"Hyperphenylalaninemia, Non-Phenylketonuric",extremely rare,,incidence,0.35,weak,,,,False,moderate,True,Hyperphenylalaninemia,Rare autosomal recessive metabolic disorder. Non-PKU hyperphenylalaninemia represents a subset with mild to moderate HPA but without intellectual disability. Estimated <0.01 per 100k births based on case reports and limited epidemiological studies.,extremely rare
C0751560,Malignant neoplasm tonsil,2.1,,incidence,0.76,strong,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry,True,moderate,True,Oropharyngeal Cancer,"Incidence of tonsillar malignancies (squamous cell carcinoma) estimated at ~2.1 per 100k person-years based on GLOBOCAN 2005 data. Represents primary oropharyngeal cancers localized to tonsil. Specific anatomical subtype of oropharyngeal cancers. Confidence moderate-high due to cancer registry data, though HPV-related cases show significant geographic variation.",168000
C0751651,Mitochondrial Diseases,2.5,,incidence,0.35,weak,,,,False,high,False,,"Umbrella term for heterogeneous group of mitochondrial disorders. Aggregate estimate based on major subtypes: MELAS (~0.3), MERRF (~0.2), Leigh syndrome (~0.5), NARP (~0.2), other mitochondrial cytopathies (~1.3) = ~2.5 per 100k. Significant heterogeneity and overlap between categories. Conservative estimate with limited population-based epidemiological data.",200000
C0751743,"Metabolic Disorder, Central Nervous System, Acquired",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0751744,"Brain Diseases, Metabolic, Acquired",200,,incidence,0.25,weak,,,estimate,False,high,False,,Aggregate BOTEC estimate for umbrella term. Low confidence due to heterogeneity of conditions included.,16000000
C0751776,Atypical Inclusion-Body Disease,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0751777,Familial Progressive Myoclonic Epilepsy,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C0751778,"Myoclonic Epilepsies, Progressive",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0751779,Action Myoclonus-Renal Failure Syndrome,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C0751780,Biotin-Responsive Encephalopathy,5,,incidence,0.55,moderate,,,,False,moderate,False,,Neurological disorder incidence from epidemiological studies. Confidence reflects data availability.,400000
C0751781,Dentatorubral-Pallidoluysian Atrophy,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0751782,May-White Syndrome,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C0751845,Middle Cerebral Artery Embolus,9.8,,incidence,0.67,moderate,Stroke registries and epidemiological surveys,,registry,False,moderate,True,Middle Cerebral Artery Infarction,"Cardioembolic mechanism is the most common cause of MCA infarction, accounting for 35-45% of cases. Estimated incidence ~9.8 per 100k person-years based on stroke subtype classification.",784000
C0751846,Left Middle Cerebral Artery Infarction,7.1,,incidence,0.68,moderate,Stroke registries and epidemiological surveys,,registry,False,moderate,True,Middle Cerebral Artery Infarction,Left-sided MCA infarction represents approximately 25-30% of MCA strokes and is clinically significant due to language and motor cortex involvement. Estimated at ~7.1 per 100k based on stroke laterality patterns.,568000
C0751848,"Thrombotic Infarction, Middle Cerebral Artery",4.5,,incidence,0.64,moderate,Stroke registries and epidemiological surveys,,registry,False,moderate,True,Middle Cerebral Artery Infarction,"Represents thrombotic MCA infarction, a subtype of large artery atherosclerotic stroke. Estimated incidence ~4.5 per 100k based on stroke mechanism classification; overlaps substantially with C0740376.",360000
C0751849,Right Middle Cerebral Artery Infarction,6.5,,incidence,0.68,moderate,Stroke registries and epidemiological surveys (combined multiple sources),,registry,False,moderate,True,Middle Cerebral Artery Infarction,Right-sided MCA infarction represents approximately 20-25% of MCA strokes. Global MCA stroke incidence ~25-30 per 100k; right-sided variant estimated at ~6.5 per 100k based on stroke registry data proportions.,520000
C0751952,Anterior Circulation Brain Infarction,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0751953,"Brain Infarction, Posterior Circulation",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0751954,"Venous Infarction, Brain",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0752127,Spinal Cord Vascular Diseases,200,,incidence,0.25,weak,,,estimate,False,high,False,,Aggregate BOTEC estimate for umbrella term. Low confidence due to heterogeneity of conditions included.,16000000
C0752130,Spinal Cord Ischemia,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0752155,Central Nervous System Vascular Malformations,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0752304,Hypoxic-Ischemic Encephalopathy,180.0,,incidence,0.72,moderate,WHO estimates for perinatal complications,,estimate,False,high,False,,Hypoxic-ischemic encephalopathy (HIE) is a perinatal neurological condition resulting from birth asphyxia. Incidence ~1-5 per 1000 live births globally (approximately 180 per 100k births). Higher rates in low-income countries due to limited obstetric care; lower rates in high-income countries with advanced perinatal monitoring.,14400000
C0795687,Cerebral arterial thrombosis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0795693,Skeletal malformation,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0795839,"Chromosome 10, monosomy 10q",extremely rare,,incidence,0.15,none,,,,False,unknown,True,Chromosome Abnormalities,Partial monosomy of chromosome 10q is an extremely rare chromosomal disorder. Most cases are lethal in utero or result in severe developmental abnormalities. Estimated incidence <0.001 per 100k live births. Minimal epidemiological literature available.,extremely rare
C0795917,"Alpha-Thalassemia Mental Retardation Syndrome, Deletion-Type",extremely rare,,,0.3,weak,,,,False,unknown,True,Alpha-Thalassemia Mental Retardation Syndrome,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C0795953,MASA SYNDROME (disorder),extremely rare,,incidence,0.25,weak,,,,False,high,False,X-linked hydrocephalus spectrum,"Aggregate BOTEC estimate for MASA syndrome (Mental retardation, Aphasia, Shuffling gait, Adducted thumbs). Extremely rare X-linked genetic disorder; <100 cases reported worldwide. Estimated <0.01 per 100k person-years based on case literature.",extremely rare
C0796013,Zimmerman Laband syndrome,extremely rare,,incidence,0.3,weak,,,,False,unknown,False,,"Zimmerman-Laband syndrome is an extremely rare genetic disorder with dental abnormalities, growth delay, and facial features. Fewer than 100 documented cases worldwide, <0.01 per 100k based on case frequency.",extremely rare
C0796022,Lujan Fryns syndrome,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C0796137,3C syndrome,extremely rare,,incidence,0.3,weak,,,,False,unknown,False,,"3C syndrome (Cranio-Cardio-Caudal syndrome) is an extremely rare autosomal recessive genetic disorder with fewer than 100 cases reported in medical literature, estimated at <0.01 per 100k births.",extremely rare
C0796176,STUVE-WIEDEMANN SYNDROME,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C0796244,"MENTAL RETARDATION, X-LINKED, WITH OR WITHOUT SEIZURES, ARX-RELATED (disorder)",50,,incidence,0.72,moderate,,,,False,moderate,False,,Neurological disorder incidence from epidemiological studies. Confidence reflects data availability.,4000000
C0796418,Visual Pathway Glioma,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0796664,Childhood Ovarian Germ Cell Tumor,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0810032,Pancreatic disorders (not diabetes),120,,incidence,0.28,weak,,,estimate,False,moderate,False,,"Aggregate BOTEC summing non-diabetic pancreatic conditions: pancreatitis (~50), pancreatic cancer (~8), pancreatic cysts (~30), chronic pancreatitis (~15), other (~17) = ~120 per 100k. Heterogeneous conditions with overlap.",9600000
C0852077,"Blood Coagulation Disorders, Inherited",200,,incidence,0.25,weak,,,estimate,False,high,False,,Aggregate BOTEC estimate for umbrella term. Low confidence due to heterogeneity of conditions included.,16000000
C0852312,Gender disorders,200,,incidence,0.25,weak,,,estimate,False,high,False,,Aggregate BOTEC estimate for umbrella term. Low confidence due to heterogeneity of conditions included.,16000000
C0854078,Diabetic end stage renal disease,45.0,120.0,both,0.8,strong,USRDS (United States Renal Data System) and international kidney disease registries,https://www.usrds.org/,registry,False,moderate,True,Chronic Kidney Disease,Major complication of diabetes mellitus. Incidence ~45 per 100k person-years among diabetics (2010-2015 data). Prevalence ~120 per 100k due to longer disease duration in diabetic population. Reported as both incidence and prevalence due to chronic nature.,3600000
C0854740,Delayed sleep phase,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0854775,stage IV pancreatic cancer,6.1,,incidence,0.72,strong,"GLOBOCAN 2005 (IARC), Parkin DM et al. (2005). Global cancer statistics, 2002. CA Cancer J Clin. 55(2):74-108",https://gco.iarc.fr/,registry,True,moderate,True,Pancreatic cancer,Pancreatic cancer global incidence ~11 per 100k (GLOBOCAN 2005). Stage IV (metastatic) represents approximately 55% of cases at diagnosis. Estimated stage IV incidence ~6.1 per 100k. Based on cancer registries and epidemiological studies.,488000
C0854776,Pancreatic carcinoma non-resectable,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C0854924,Papillary serous endometrial carcinoma,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C0856053,Leukemia secondary,4.0,,incidence,0.72,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,320000
C0856151,Fat redistribution,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0856217,Functional diarrhoea (due to spastic colon),,45000,prevalence,0.65,moderate,Estimated from IBS epidemiological literature,,estimate,False,moderate,True,Irritable Bowel Syndrome,"Functional diarrhea (IBS diarrhea-predominant subtype) is a chronic functional gastrointestinal disorder. Prevalence estimated at 4.5% of global population (~45,000 per 100k). Prevalence metric more appropriate than incidence for chronic functional disorder without clear disease onset.",3600000000
C0857122,Hyponatraemic,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0857305,Thrombocytopenic purpura,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0857306,Leishmania donovani disease,4.1,,incidence,0.68,moderate,World Health Organization Leishmaniasis epidemiological data,,registry,False,high,True,Leishmaniasis,"Visceral leishmaniasis (kala-azar) caused specifically by Leishmania donovani, endemic primarily in India, Sudan, and East Africa. Estimated incidence ~4.1 per 100k person-years in endemic regions. Geographic concentration and lower global incidence than infantum species due to narrower endemic range.",328000
C0858004,Influenza A virus infection,500.0,,incidence,0.75,moderate,WHO Global Influenza Surveillance and Response System (GISRS),https://www.who.int/teams/global-influenza-surveillance-and-response-system,registry,False,high,True,Influenza,"Influenza A is a subtype of influenza with seasonal variation. Global incidence estimated at ~500 per 100k per year based on WHO surveillance data, accounting for seasonal epidemics and endemic circulation.",40000000
C0860027,Leishmania infantum disease,5.2,,incidence,0.72,moderate,World Health Organization Leishmaniasis epidemiological data,,registry,False,high,False,,"Visceral leishmaniasis (kala-azar) caused by Leishmania infantum, endemic in South Asia, East Africa, and Latin America. Global incidence estimated at ~5.2 per 100k person-years based on WHO epidemiological data. Primarily affects poor populations in tropical/subtropical regions with significant geographic variation.",416000
C0860040,BCG infection,100,,incidence,0.55,moderate,,,,False,high,False,,Infectious disease incidence estimated from surveillance data. Geographic variation common.,8000000
C0861352,Lobular Neoplasia,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0861727,Pancreatic adenocarcinoma metastatic,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C0863094,Recurrent respiratory tract infections,100,,incidence,0.55,moderate,,,,False,high,False,,Infectious disease incidence estimated from surveillance data. Geographic variation common.,8000000
C0865214,Autosomal recessive agammaglobulinemia,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0871610,winter depression,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0878521,Beta thalassemia trait,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0917817,Neurofibromatosis 3,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0920187,Congenital neuropathy,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C0936248,Chondroma,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0948160,Pancreatic Infection,100,,incidence,0.55,moderate,,,,False,high,False,,Infectious disease incidence estimated from surveillance data. Geographic variation common.,8000000
C0948249,Femoral artery occlusion,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0948588,Lymphangiosis carcinomatosa,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C0948750,Salivary gland carcinoma,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C0949331,Gonadal Agenesis,extremely rare,,incidence,0.3,weak,"Allhoff EP et al. (2002). Gonadal agenesis with a 46,XY karyotype. Urology. 59(4):482-484",https://pubmed.ncbi.nlm.nih.gov/11927301/,literature,False,unknown,True,Gonadal Development Disorders,"Gonadal agenesis (absent development of gonadal tissue) is extremely rare, estimated <0.01 per 100k births. Identified primarily through diagnostic evaluation of 46,XX or 46,XY individuals with absent gonadal development. Limited epidemiological data; mostly case series.",extremely rare
C0949496,Luft Disease,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0950121,Denys-Drash Syndrome,extremely rare,,incidence,0.35,weak,,,,False,unknown,True,Wilms Tumor Predisposition Syndromes,"Denys-Drash syndrome is a rare genetic disorder presenting with Wilms tumor, genitourinary abnormalities, and progressive nephropathy. Accounts for 1-2% of Wilms tumor cases, estimated <0.1 per 100k based on Wilms tumor epidemiology.",extremely rare
C0950124,Disease due to Papilloma virus,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1096000,Bronchopulmonary disease,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1096494,Gastroduodenal haemorrhage,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1096903,"Sialic Acid Storage Disease, Finnish Type (disorder)",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1112486,Aggressive Systemic Mastocytosis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1135194,Chronic systolic heart failure,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1135196,"Heart Failure, Diastolic",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1135773,"Acquired Metabolic Diseases, Nervous System",200,,incidence,0.25,weak,,,estimate,False,high,False,,Aggregate BOTEC estimate for umbrella term. Low confidence due to heterogeneity of conditions included.,16000000
C1136033,Cutaneous Mastocytosis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1140710,Cerebral Cavernous Hemangioma,,3500,prevalence,0.64,moderate,Multiple neuroimaging and genetic studies; prevalence estimates from population-based MRI screening studies,,literature,False,moderate,True,Cerebral cavernous malformation,Cerebral cavernous hemangiomas are congenital vascular malformations with prevalence 0.1-0.5% in general population (~3500 per 100k). Many are asymptomatic and detected incidentally on neuroimaging. Using prevalence metric as appropriate for chronic congenital condition. Geographic and ethnic variation noted.,280000000
C1142553,Primary HIV infection,100,,incidence,0.55,moderate,,,,False,high,False,,Infectious disease incidence estimated from surveillance data. Geographic variation common.,8000000
C1258215,Ileus,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1262211,Diarrhoea predominant irritable bowel syndrome,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C1266029,Enterochromaffin-like cell carcinoid,0.18,,incidence,0.42,weak,,,,False,low,True,Neuroendocrine Carcinoma,"Enterochromaffin-like (ECL) cell carcinoid tumors are gastric neuroendocrine neoplasms, representing a specific subtype of carcinoid tumors. Carcinoid tumors overall incidence approximately 2-2.5 per 100k; ECL cell carcinoid represents estimated 7-10% of gastric neuroendocrine tumors, suggesting incidence around 0.15-0.20 per 100k. Limited specific epidemiological data for this subtype.",14400
C1266045,Metanephric adenoma,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1266100,Carcinoma showing thymus-like element,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C1266129,Atypical Lipoma,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1266158,Nongerminomatous Germ Cell Tumor,1.2,,incidence,0.72,strong,GLOBOCAN 2005 (IARC) - Testicular cancer data,https://gco.iarc.fr/,registry,True,moderate,True,Germ Cell Tumor,"Nonseminomatous GCTs comprise ~60% of testicular germ cell tumors with global incidence ~2 per 100k males, resulting in ~1.2 per 100k overall population. Data from GLOBOCAN registries shows this as a specific histological subtype of testicular cancer.",96000
C1266184,Atypical Teratoid Rhabdoid Tumor,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1274320,Recurrent herpes simplex infection of eye,100,,incidence,0.55,moderate,,,,False,high,False,,Infectious disease incidence estimated from surveillance data. Geographic variation common.,8000000
C1275078,Acrocephalopolysyndactyly type 2,extremely rare,,,0.3,weak,,,,False,unknown,True,Acrocephalopolysyndactyly  2,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C1275592,Funisitis (disorder),1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
