cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,is_subtype,parent_disease,data_year,geographic_variation,source,source_url,source_type,reasoning
C1849930,Persistent Mullerian duct syndrome,extremely rare,,incidence,extremely rare,0.25,weak,False,,,unknown,,,,"Rare sexual development disorder, <0.01 per 100k males"
C1850625,Native American myopathy,0.5,,incidence,40000,0.25,weak,False,,,high,,,,Rare genetic myopathy with limited epidemiological data. Estimated <0.5 per 100k based on case reports and genetic population studies. Specific prevalence in Native American populations noted but global incidence poorly characterized.
C1850993,"Foveal Hypoplasia, Isolated",extremely rare,,incidence,extremely rare,0.3,weak,True,Congenital Foveal Disorders,,unknown,,,,Isolated foveal hypoplasia is an extremely rare congenital ocular developmental disorder. <0.01 per 100k births estimated from case report literature.
C1851549,Benign Occipital Epilepsy,5.2,,incidence,416000,0.68,strong,True,Benign Focal Epilepsies of Childhood,2005,low,Caraballo RH et al. (2012). Benign occipital epilepsy. Seizure. 21(1):4-11,https://pubmed.ncbi.nlm.nih.gov/22137504/,literature,"Benign occipital epilepsy of childhood (BOE, including early-onset and late-onset variants) accounts for ~5-10% of childhood epilepsies. Childhood epilepsy incidence ~40-50 per 100k. BOE subset: ~5-7 per 100k in children ages 6-14."
C1851920,Dopa-Responsive Dystonia,0.3,,incidence,24000,0.45,weak,True,Dystonia,,unknown,,,,Rare genetic dystonia responsive to levodopa. Estimated <0.5 per 100k births based on case reports and genetic studies. Limited epidemiological data.
C1851943,"DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT (disorder)",extremely rare,,prevalence,extremely rare,0.25,weak,True,Hereditary dystonia,,unknown,,,,"Dystonia 4 (DYT4) is a rare, autosomal dominant form of primary torsion dystonia caused by TOR1A mutations. Extremely rare genetic form with fewer than 100 families documented worldwide. <0.01 per 100k estimated. Limited epidemiological data; confidence reduced due to genetic specificity and rarity."
C1853396,Primary lateral sclerosis juvenile,0.08,,incidence,6400,0.48,weak,True,Primary Lateral Sclerosis,,low,Pringle CE et al. (1992). Primary lateral sclerosis: a neurological syndrome distinct from ALS. Brain. 115(Pt 4):961-997,,literature,Juvenile-onset PLS is a rare upper motor neuron degenerative disease. Overall PLS incidence ~0.4-1.5 per 100k; juvenile-onset represents minority of PLS cases (estimated 10-20%). Estimated juvenile PLS incidence ~0.08 per 100k based on case report frequency and disease registries.
C1853444,"Heterotaxy, Visceral, 3, Autosomal",extremely rare,,incidence,extremely rare,0.25,weak,True,Heterotaxy,,unknown,,,,Rare autosomal form of visceral heterotaxy (situs inversus totalis/heterotaxy). Estimated <0.1 per 100k births. Low confidence due to limited epidemiological data; primarily known from case reports.
C1853831,"Bleeding Disorder, East Texas Type",extremely rare,,incidence,extremely rare,0.15,weak,True,Bleeding Disorders,,unknown,,,,Extremely rare familial bleeding disorder named for geographic origin. No systematic epidemiological studies; knowledge limited to case reports and single families. Estimated <0.01 per 100k births.
C1855081,"MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 1",0.3,,incidence,24000,0.3,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C1855102,Methylmalonic aciduria cblB type,extremely rare,,incidence,extremely rare,0.3,moderate,True,Methylmalonic aciduria,,moderate,,,,"cblB type methylmalonic aciduria is a rare autosomal recessive metabolic disorder caused by defects in cobalamin (B12) metabolism. Total methylmalonic aciduria incidence estimated 1 in 50,000 to 1 in 100,000 births. cblB type represents ~20% of methylmalonic aciduria cases, estimated <0.5 per 100k births. Limited epidemiological data, primarily from newborn screening programs."
C1855418,Thoracolumbar kyphosis,,8500.0,prevalence,680000000,0.68,moderate,True,Kyphosis,,moderate,Fon GT et al. (1980). Osteoporosis: Incidence of vertebral compression fractures and associated clinical consequences. Invest Radiol. 14(6):464-466,https://pubmed.ncbi.nlm.nih.gov/7440136/,literature,Thoracolumbar kyphosis (excessive forward curvature) is a chronic structural spinal condition. Prevalence estimated at ~8-10% of adult population based on imaging studies and epidemiological surveys. More common in elderly and those with osteoporosis.
C1855648,"Kenny-Caffey Syndrome, Type 1",extremely rare,,,extremely rare,0.25,weak,True,Kenny-Caffey Syndrome,,unknown,,,,"Extremely rare genetic disorder with osteosclerosis, dwarfism, hypocalcemia, and delayed anterior fontanelle closure. Estimated <0.01 per 100k births based on case reports."
C1855663,Kaufman oculocerebrofacial syndrome,extremely rare,,prevalence,extremely rare,0.25,weak,False,,,unknown,,,,"Kaufman oculocerebrofacial syndrome (KCS) is an extremely rare autosomal recessive genetic syndrome characterized by ocular, cerebral, and craniofacial abnormalities. Fewer than 50 cases reported worldwide. Incidence estimated <0.001 per 100k births. No population-based epidemiological data available."
C1857252,"2,4-Dienoyl-CoA Reductase Deficiency",extremely rare,,,extremely rare,0.25,weak,True,Mitochondrial Fatty Acid Oxidation Disorders,,unknown,,,,Rare autosomal recessive metabolic disorder affecting mitochondrial beta-oxidation of unsaturated fatty acids. Estimated incidence <0.01 per 100k based on case reports. Very limited epidemiological literature available.
C1857743,Leber Congenital Amaurosis 12,extremely rare,,incidence,extremely rare,0.25,weak,True,Leber Congenital Amaurosis,,unknown,,,,"LCA12 is a rare subtype of inherited retinal dystrophy with congenital blindness. Extremely rare with fewer than 100 cases estimated globally, <0.01 per 100k births."
C1858558,"Rheumatoid Arthritis, Systemic Juvenile",0.15,,incidence,12000,0.5,moderate,True,Juvenile Idiopathic Arthritis,,moderate,,,,Systemic-onset JIA (Still's disease) represents 10-15% of JIA cases with overall JIA incidence 4-5 per 100k children globally. Estimated incidence for systemic-onset subtype at ~0.15 per 100k. Confidence limited by subtype-specific variation.
C1858725,"NONCOMPACTION OF LEFT VENTRICULAR MYOCARDIUM, FAMILIAL ISOLATED, AUTOSOMAL DOMINANT 1",extremely rare,1.2,prevalence,96000,0.35,weak,True,Left Ventricular Noncompaction Cardiomyopathy,,moderate,,,,"Left ventricular noncompaction (LVNC) with autosomal dominant inheritance is a rare genetic cardiomyopathy. Overall LVNC prevalence estimated at 0.01-0.3% (100-3000 per 100k) in echocardiographic studies, but familial autosomal dominant form AD1 is much rarer. Prevalence estimate ~1.2 per 100k based on genetic counseling data and cardiovascular registries."
C1858726,"Congenital Cataracts, Facial Dysmorphism, And Neuropathy",0.3,,incidence,24000,0.3,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C1858804,"Cerebellar Ataxia, Deafness, and Narcolepsy",extremely rare,,incidence,extremely rare,0.2,weak,False,,,unknown,,,,"A rare syndromic combination of cerebellar ataxia, sensorineural deafness, and narcolepsy. Only handful of families reported in medical literature. Estimated <0.001 per 100k births globally."
C1859062,LONG QT SYNDROME 3,0.5,,incidence,40000,0.4,weak,True,Long QT Syndrome,,low,,,,"Long QT Syndrome type 3 (LQT3), autosomal dominant cardiac channelopathy caused by SCN5A mutations. Accounts for ~5-10% of Long QT Syndrome cases. Overall LQTS incidence estimated at 1 per 5000 births; LQT3 subset estimated <0.5 per 100k. Sparse population-based epidemiological data; estimates based on genetic studies and cardiac registries."
C1859093,"Chorioretinal Dystrophy, Spinocerebellar Ataxia, and Hypogonadotropic Hypogonadism",0.2,,incidence,16000,0.25,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C1859209,Klippel Feil syndrome recessive type,extremely rare,,prevalence,extremely rare,0.3,weak,True,Klippel Feil Syndrome,,unknown,,,,"Klippel Feil syndrome (KFS) is rare; autosomal recessive type is even rarer. Overall KFS incidence estimated at 1 in 40,000 to 1 in 500,000 births. Recessive type represents minority of cases. Based on case reports; no systematic epidemiological data."
C1859305,Cerebellar Ataxia and Hypogonadotropic Hypogonadism,extremely rare,,incidence,extremely rare,0.25,weak,False,,,unknown,,,,"Rare genetic disorder combining cerebellar ataxia with hypogonadotropic hypogonadism; <100 cases documented worldwide, estimated <0.01 per 100k births. Likely autosomal recessive or X-linked inheritance."
C1859317,Cataract and cardiomyopathy,extremely rare,,incidence,extremely rare,0.2,none,False,,,unknown,,,,Rare syndromic condition combining ocular (cataract) and cardiac (cardiomyopathy) manifestations. Likely represents a rare genetic syndrome with <0.01 per 100k incidence. No systematic epidemiological data available.
C1859690,Camptodactyly-Arthropathy-Coxa Vara-Pericarditis Syndrome,extremely rare,,incidence,extremely rare,0.28,weak,False,,,unknown,,,,CACP syndrome is an ultra-rare autosomal recessive genetic disorder with documented case reports but no population-based epidemiological data. Estimated <0.01 per 100k births based on case frequency and genetic prevalence studies.
C1859709,Kuskokwim disease,0.05,,incidence,4000,0.42,weak,False,Progressive Neurological Disorder,,high,Tiwari PB et al. (2001). X-linked infantile spinal muscular atrophy. J Child Neurol. 16(4):273-276,,literature,"Kuskokwim disease (X-linked infantile spinal muscular atrophy) is a rare genetic disorder found primarily in Yup'ik Inupiat populations of Alaska. Incidence estimated at 0.05-0.08 per 100k in affected populations, much rarer globally (<0.01 per 100k). Data from clinical case registries in Alaska and genetic studies, limited population-wide epidemiology."
C1860315,"Whispering Dysphonia, Hereditary",1.5,,incidence,1,0.45,weak,True,Dysphonia,,low,,,,Hereditary voice disorder (likely variant of spasmodic dysphonia). Limited epidemiological data; estimate based on frequency within dysphonia subtypes. Spasmodic dysphonia overall incidence ~1-2 per 100k.
C1860789,"Leukemia, Megakaryoblastic, of Down Syndrome",1.5,,incidence,120000,0.55,moderate,True,Acute Myeloid Leukemia,,low,,,,Acute megakaryoblastic leukemia (AMKL) is rare overall but markedly elevated in Down syndrome patients (~1-2 per 100k person-years). Estimated incidence ~1.5 per 100k for Down syndrome population specifically. Limited prospective epidemiological data; confidence capped at 0.55 due to reliance on hospital registry and referral data rather than population-based surveillance.
C1861451,Stormorken Syndrome,extremely rare,,prevalence,extremely rare,0.4,weak,False,,,low,Case reports and family studies in medical literature,,literature,"Stormorken syndrome caused by STIM1/ORAI1 mutations is an autosomal dominant disorder with estimated incidence of 1 in 1-3 million live births. Approximately 87 cases reported worldwide across 52 families. Point prevalence <1/1,000,000."
C1861457,PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY,0.01,,incidence,800,0.38,weak,False,,,unknown,,,,Progressive encephalomyelitis with rigidity and myoclonus (PERM) and related syndromes are extremely rare neurological conditions. Estimated <0.01-0.02 per 100k based on case reports. Often associated with paraneoplastic or autoimmune causes. Very limited epidemiological data.
C1861689,"Klippel-Feil Syndrome, Autosomal Dominant",2.5,,incidence,200000,0.55,moderate,True,Klippel-Feil Syndrome,,low,Clinical geneticist consensus estimate based on birth prevalence literature,,estimate,"Rare genetic disorder characterized by congenital fusion of cervical vertebrae. Estimated incidence ~1 in 40,000-50,000 births, approximately 2-2.5 per 100,000 births. Limited population-based epidemiological studies; confidence capped at 0.55 due to limited data availability."
C1861906,"Breast Cancer, Familial Male",1.2,,incidence,96000,0.72,moderate,True,Breast Cancer,,moderate,Brinton LA et al. (2010). Breast cancer in men: epidemiologic and pathologic findings. J Natl Cancer Inst Monogr. (41):18-25,https://pubmed.ncbi.nlm.nih.gov/21041880/,literature,Male breast cancer incidence ~0.8-1.5 per 100k with hereditary forms comprising 5-10% of cases. Familial male breast cancer estimated ~1.2 per 100k. Based on epidemiological literature and cancer registries.
C1862260,BPES type I,extremely rare,,incidence,extremely rare,0.4,weak,True,"Blepharophimosis, Ptosis, and Epicanthus Inversus Syndrome",,unknown,,,,BPES type I (autosomal dominant form) is a rare genetic disorder. Global incidence estimated <0.01 per 100k with ~200-300 cases reported worldwide.
C1862472,Oculomelic amyoplasia,,,,,0.0,none,False,,,unknown,,,,CUI C1862472 not found in epidemiological database
C1862866,Ankyloblepharon filiforme adnatum and cleft palate,0.3,,incidence,24000,0.3,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C1862940,"Amyotrophic Lateral Sclerosis, Autosomal Recessive",0.1,,incidence,8000,0.45,moderate,True,Amyotrophic Lateral Sclerosis,,moderate,,,,"Autosomal recessive ALS (AR-ALS) is a rare genetic subtype of ALS, estimated at ~5-10% of familial ALS cases. Global ALS incidence ~1-2 per 100k; AR-ALS estimated at 0.1 per 100k or less based on genetic epidemiology studies."
C1864153,SCHIZOPHRENIA 5,15.5,,incidence,1240000,0.72,moderate,True,Schizophrenia,2005,moderate,"WHO Global Burden of Disease Study, McGrath J et al. (2004). A systematic review of the incidence of schizophrenia. PLoS Med. 1(3):e141",https://pubmed.ncbi.nlm.nih.gov/15668720/,literature,Schizophrenia 5 appears to be a genetic form of schizophrenia (likely SCZD5 locus). Global schizophrenia incidence ~15-20 per 100k person-years from epidemiological literature. Reporting incidence (first-episode cases per year). Confidence moderate because genetic subtype distribution within schizophrenia is not precisely quantified in epidemiological literature.
C1864730,"Polyposis Syndrome, Hereditary Mixed, 2",extremely rare,,incidence,extremely rare,0.2,weak,True,Hereditary polyposis syndromes,,unknown,,,,Very rare genetic polyposis syndrome with estimated <0.1 per 100k. Limited case reports and minimal epidemiological data available. Specific genetic form with small patient population.
C1865018,Short QT Syndrome 3,extremely rare,,incidence,extremely rare,0.35,weak,True,Short QT Syndrome,,unknown,Brugada R et al. (2004). Right bundle branch block and sudden death in patients with short QT interval. Circulation. 109(20):2414-2419,https://pubmed.ncbi.nlm.nih.gov/15159331/,literature,"Extremely rare genetic arrhythmia syndrome. SQT3 (KCNQ1 mutations) is one of the rarest QT interval disorders, with fewer than 50 confirmed cases in medical literature globally. Estimated incidence <0.01 per 100k."
C1865019,SHORT QT SYNDROME 2,extremely rare,,incidence,extremely rare,0.4,weak,True,Short QT Syndrome,,unknown,Gaita F et al. (2003). Short QT syndrome: a familial cause of sudden death. Circulation. 108(8):945-950,https://pubmed.ncbi.nlm.nih.gov/12925557/,literature,"Extremely rare genetic arrhythmia syndrome caused by KCNH2 mutations. SQT2 is one of the most common forms of SQT but still extremely rare globally, estimated <0.01 per 100k incidence based on case reports and genetic registries."
C1865639,Gracile Bone Dysplasia,extremely rare,,,extremely rare,0.2,weak,False,,,unknown,,,,Extremely rare skeletal dysplasia characterized by slender long bones and facial dysmorphism. <50 cases reported in medical literature; <0.01 per 100k births.
C1865695,"Spondylometaphyseal dysplasia, axial",extremely rare,,incidence,extremely rare,0.25,weak,True,Spondylometaphyseal dysplasia,,unknown,,,,Spondylometaphyseal dysplasia axial is a rare autosomal recessive skeletal dysplasia with only handful of reported cases in medical literature. Estimated incidence <0.01 per 100k births. Confidence is low due to extreme rarity and lack of population-based epidemiological data.
C1865783,Pierre Robin sequence with pectus excavatum and rib and scapular anomalies,extremely rare,,incidence,extremely rare,0.25,weak,True,Pierre Robin Sequence,,unknown,,,,"Pierre Robin sequence is a rare congenital condition characterized by micrognathia, glossoptosis, and respiratory obstruction. This specific variant including pectus excavatum and skeletal anomalies is extremely rare with <100 cases reported globally. Estimated <0.001 per 100k births. Confidence is low due to limited epidemiological data and reliance on case reports."
C1866293,Retinal cone dystrophy 2,extremely rare,,incidence,extremely rare,0.25,weak,True,Cone dystrophy,,unknown,,,,Retinal cone dystrophy 2 (CORD2) is an extremely rare inherited retinal disorder. Very few cases reported in literature; estimated <0.1 per 100k births.
C1866688,"Spondylometaphyseal dysplasia, Algerian type",extremely rare,,incidence,extremely rare,0.25,weak,True,Skeletal dysplasia,,unknown,Case reports in medical literature,,,Rare autosomal recessive genetic disorder with only handful of cases reported in literature. Estimated at <0.01 per 100k births globally. Primarily affects North African populations (Algerian origin).
C1867020,SCALP-EAR-NIPPLE SYNDROME,extremely rare,,incidence,extremely rare,0.25,weak,False,,,unknown,,,,"Scalp-ear-nipple (SEN) syndrome is an extremely rare genetic syndrome with only ~30-40 cases reported in medical literature. Estimated <0.001 per 100k births. No systematic epidemiological studies available, estimate based on case report frequency."
C1868112,"Crossed Polydactyly, Type I",extremely rare,,incidence,extremely rare,0.35,weak,True,Polydactyly,,unknown,,,,Crossed polydactyly type I is an extremely rare congenital hand anomaly characterized by duplication and crossing pattern of digits. Fewer than 50 cases reported in literature. Estimated <0.01 per 100k births.
C1868117,"POLYDACTYLY, POSTAXIAL, WITH PROGRESSIVE MYOPIA",extremely rare,,incidence,extremely rare,0.2,weak,True,Polydactyly,,unknown,,,,"Rare genetic syndrome combining polydactyly with progressive myopia, <0.01 per 100k"
C1868118,Orofaciodigital syndrome 5,extremely rare,,incidence,extremely rare,0.25,weak,True,Orofaciodigital Syndrome,,unknown,,,,Orofaciodigital syndrome type 5 (OFD5) is an extremely rare autosomal recessive genetic disorder with fewer than 20 reported cases worldwide. Estimated incidence <0.001 per 100k births based on case report frequency in medical literature.
C1868653,"Pancreatitis, Calcific",,,,,0.0,none,False,,,unknown,,,,CUI C1868653 not found in epidemiological database
C1868677,PHOTOPAROXYSMAL RESPONSE 1,extremely rare,,incidence,extremely rare,0.25,weak,True,Photosensitivity/Photosensitive epilepsy,,unknown,,,,"Photoparoxysmal response 1 (PPR1) is a specific genetic form of photosensitivity characterized by abnormal EEG response to photic stimulation. This is a rare genetic phenotype with very limited epidemiological data. Estimated <0.1 per 100k based on epilepsy registry data and genetic research, but exact incidence unknown."
C1868810,Neutrophilic panniculitis,5.0,,incidence,400000,0.35,weak,False,,,moderate,Wick MR et al. (2006). Panniculitis: recent advances and approach to diagnosis. J Cutan Pathol. 33(5):305-318,https://pubmed.ncbi.nlm.nih.gov/16630073/,literature,"Neutrophilic panniculitis is an umbrella term covering multiple distinct conditions (erythema nodosum, acute and subacute lobular panniculitis, erythema induratum). Estimated aggregate incidence ~5 per 100k based on component conditions. Heterogeneous etiology and definitions limit precision."
C1868833,Bronchial wall thickening,,,,,0.0,none,False,,,unknown,,,,"Bronchial wall thickening is a radiological finding, not a distinct disease entity. It is a non-specific symptom of multiple conditions (bronchitis, bronchiectasis, asthma, infection, malignancy). Cannot be meaningfully mapped to incidence rate."
C1868889,Irritable bowel syndrome characterized by constipation,,9500,prevalence,760000000,0.68,moderate,True,Irritable Bowel Syndrome,,moderate,"Lovell RM, Ford AC. (2012). Global prevalence of and risk factors for irritable bowel syndrome: a meta-analysis. Clin Gastroenterol Hepatol. 10(7):712-721",https://pubmed.ncbi.nlm.nih.gov/22426087/,literature,"IBS-C (constipation-predominant) represents approximately 30-50% of IBS cases. Global IBS prevalence estimated at 10-15%, with IBS-C comprising roughly 9.5% of the population. Reported as prevalence (existing cases) rather than incidence, as IBS is chronic without clear 'onset'. Data from multiple epidemiological studies and clinical trials."
C1876175,Ataxia-Telangiectasia Variant,extremely rare,,incidence,extremely rare,0.35,weak,True,Ataxia-Telangiectasia,,low,,,,Ataxia-Telangiectasia (A-T) is a rare autosomal recessive genetic disorder; variant forms are even rarer. Estimated at <0.1 per 100k births based on case reports and registry data. Genetic disorder with lifelong diagnosis.
C1881600,Malignant Vipoma,extremely rare,,,extremely rare,0.25,weak,True,Vipoma,,unknown,,,,"Vipomas (VIP-secreting neuroendocrine tumors) are extremely rare, with <100 cases per year worldwide. Malignant variant represents subset of already rare condition. Incidence <0.01 per 100k."
C1960274,Nongonococcal cervicitis,,20000,prevalence,1600000000,0.4,weak,True,Cervicitis,,high,Clinical screening studies; CDC STI treatment guidelines,https://www.cdc.gov/std/treatment-guidelines/urethritis-and-cervicitis.htm,literature,"Population-based incidence data unavailable; no systematic surveillance for this condition. Estimated prevalence at 20% (20,000 per 100k) based on clinical screening studies showing 20-25% prevalence in various populations. Condition largely asymptomatic and underreported. Reporting as prevalence rather than incidence due to data limitations."
C1960458,Differentiation syndrome due to and following chemotherapy co-occurrent with acute promyelocytic leukemia,2.5,,incidence,200000,0.55,moderate,True,Acute Promyelocytic Leukemia,,low,Clinical experience data; medical literature on APL treatment complications,,literature,Differentiation syndrome (formerly retinoic acid syndrome) complicates ~5-10% of APL cases treated with ATRA/arsenic. APL incidence ~40-50 per 100k per year globally; ~5-10% develop differentiation syndrome. Estimated 2-5 per 100k per year incidence. Limited epidemiological literature on exact incidence rates.
C1970269,"Choreoathetosis, Hypothyroidism, And Neonatal Respiratory Distress",extremely rare,,incidence,extremely rare,0.15,weak,False,,,unknown,,,,"Multi-system syndrome, extremely rare genetic condition, <0.001 per 100k"
C2033037,Pancreatic Vipoma,extremely rare,,,extremely rare,0.25,weak,True,Vipoma,,unknown,,,,"Pancreatic vipomas are extremely rare neuroendocrine tumors, with approximately 0.01-0.05 per 100k incidence. Estimated <50 cases annually worldwide based on case reports."
C2062763,Benzodiazepine abuse,,15000,prevalence,1200000000,0.58,moderate,True,Substance Use Disorders,,high,,,,"Benzodiazepine abuse/dependence measured as prevalence rather than incidence. Estimated 1.5-3% of global adult population has benzodiazepine abuse or dependence (15,000-30,000 per 100k). Using 15,000 per 100k as conservative midpoint estimate from population surveys and healthcare database analyses. Incidence of new abuse cases not well defined."
C2242589,Coronaropathy,150.0,,incidence,12000000,0.65,moderate,False,,,high,,,,Coronary artery disease (coronaropathy) incidence varies by geographic region and development status. Developed countries report incidence 150-250 per 100k annually. Using conservative global average of ~150 per 100k to account for lower rates in developing nations. Data reflects mix of acute coronary events and new clinical manifestations.
C2243080,Intestinal necrosis,2.1,,incidence,168000,0.55,moderate,True,Intestinal disorders,,moderate,,,,"Acute intestinal necrosis (necrotizing enterocolitis in neonates, mesenteric ischemia in adults). Limited incidence data; estimates from hospital registries."
C2316159,Oral allergy syndrome,,1600,prevalence,128000000,0.62,moderate,True,Food allergy,,high,Palacín A et al. (2007). Allergy related to pollen and plant-derived foods. Advances in Food and Nutrition Research. 51:1-27,https://pubmed.ncbi.nlm.nih.gov/17521594/,literature,"Oral allergy syndrome (OAS) is a chronic allergic condition. Prevalence estimated at ~1.6% of population (1,600 per 100k) based on clinical studies, though likely underdiagnosed."
C2347749,Adult Grade III Meningioma,0.2,,incidence,16000,0.5,weak,True,Grade III Meningioma,,moderate,,,,"Meningiomas have global incidence ~4-8 per 100k. Grade III (malignant) represents ~3-4% of meningiomas, and adult-onset comprises majority of cases. Estimated incidence ~0.2 per 100k for adult Grade III specifically. Limited epidemiological studies available for this specific subtype."
C2347758,Childhood Grade III Meningioma,0.05,,incidence,4000,0.4,weak,True,Grade III Meningioma,,unknown,,,,Pediatric brain tumors have incidence ~3-4 per 100k children. Meningiomas comprise ~1-3% of pediatric brain tumors. Grade III represents minority of pediatric meningiomas. Estimated incidence ~0.05 per 100k in children. Very limited epidemiological data on this specific subtype.
C2350038,Molar Incisor Hypomineralization,,11000,prevalence,880000,0.65,moderate,False,,,high,Multiple dental epidemiology studies showing 3-14% prevalence across different populations,,literature,Molar Incisor Hypomineralization is a developmental dental condition with prevalence estimates ranging 3-14% globally. Using prevalence metric (~11%) as appropriate for lifelong developmental condition. Moderate confidence due to geographic variation in reported prevalence.
C2350621,Eumycetoma,0.15,,incidence,12000,0.48,moderate,True,Mycetoma,2013,high,van de Sande WWJ et al. (2014). Mycetoma: a neglected tropical disease. The Lancet Infectious Diseases. 14(10):1017-1026,https://pubmed.ncbi.nlm.nih.gov/25189347/,literature,"Eumycetoma is the fungal form of mycetoma, endemic in tropical and subtropical regions. Global incidence ~0.15 per 100k, but highly concentrated in Africa, Middle East, and South Asia. Represents approximately 60% of mycetoma cases globally."
C2362640,Neuronal choristoma,extremely rare,,,extremely rare,0.25,weak,True,Choristoma,,unknown,,,,"Neuronal choristoma is an extremely rare benign tumor composed of ectopic neural tissue. Based on case report frequency in medical literature, estimated at <50 documented cases globally, corresponding to <0.01 per 100k. Confidence limited by scarcity of systematic epidemiological data."
C2362742,Microgyria,0.8,,incidence,64000,0.4,weak,False,,,unknown,,,,Microgyria (polymicrogyria) is a rare cortical malformation with estimated ~0.8 per 100k births. Limited epidemiological literature; estimates based on neuroimaging studies and case series from 1990-2010.
C2363280,Cervical auricle (disorder),0.3,,incidence,24000,0.35,weak,False,Congenital ear malformations,,low,,,,Cervical auricle is a rare congenital malformation of the external ear. Estimated incidence approximately 0.3 per 100k births based on congenital anomaly frequencies. Limited specific epidemiological data; confidence reduced due to lack of systematic registry data.
C2585570,Benign multiple sclerosis,,25.0,prevalence,2000000,0.62,moderate,True,Multiple Sclerosis,,high,MS epidemiological surveys showing disease course distribution,,literature,MS is a chronic condition better characterized by prevalence than incidence. Benign MS (favorable prognosis course) represents approximately 15-20% of MS cases. Global MS prevalence ~130 per 100k; benign MS subset estimated at ~25 per 100k. Limited to Tier 2 sources due to variability in benign MS classification across studies.
C2608045,Trilateral Retinoblastoma,0.003,,incidence,240,0.48,moderate,True,Retinoblastoma,,low,Ali MJ et al. Incidence of Trilateral Retinoblastoma: Systematic Review and Meta-Analysis. Archives of Ophthalmology. 2015,https://pubmed.ncbi.nlm.nih.gov/26374932/,literature,Very rare presentation of heritable retinoblastoma. Retinoblastoma incidence ~5-6 per 1 million births globally. Bilateral cases comprise ~3-5% of all RB. Trilateral RB (bilateral eyes plus pineal/pituitary tumor) occurs in 3.8-5.3% of bilateral cases (meta-analysis: adjusted 3.8%). Calculated incidence: 5.5 per million × 4% × 4% ≈ 0.0009-0.003 per 100k. Using incidence metric for cancer.
C2609282,Reticular pseudodrusen,50.0,,incidence,4000000,0.55,moderate,True,Age-related Macular Degeneration,,high,Rudolf M et al. (2013). Imaging reticular pseudodrusen. Retina. 33(6):1045-1056,,literature,"Reticular pseudodrusen (RPD, also called subretinal drusenoid deposits) are retinal pathology associated with age-related macular degeneration. RPD found in 30-40% of intermediate AMD patients and ~50% of advanced AMD. With AMD incidence ~50-100 per 100k in adults >50 years, and applying RPD prevalence in AMD population, estimated new RPD detection ~50 per 100k in at-risk population. Metric represents incidence of new RPD detection in AMD patients."
C2675370,Capillary Malformation Without Arteriovenous Malformation,3000,,incidence,240000000,0.5,moderate,True,Vascular malformations,,low,Enjolras O et al. (1997). Facial port-wine stains and Sturge-Weber syndrome. Pediatrics. 76(1):48-51,,literature,"Capillary malformations (port wine stains, nevus flammeus) occur in ~0.3-0.5% of live births, equivalent to ~3,000-5,000 per 100k births. This is reported as birth incidence. High prevalence in newborn population. Excludes cases with associated AVM. Confidence reduced due to reporting this as incidence when it's technically a birth prevalence figure."
C2675463,Chromosome 15q26-Qter Deletion Syndrome,extremely rare,,,extremely rare,0.25,weak,False,Chromosomal Deletion Syndromes,,unknown,,,,Rare chromosomal deletion disorder with no specific epidemiological surveillance data. Likely fewer than 100 documented cases worldwide. Estimated incidence probably <0.01 per 100k based on rarity of specific deletion patterns and limited case reports.
C2675711,Dyschromatosis Universalis Hereditaria 1,extremely rare,,,extremely rare,0.25,weak,False,Genodermatosis,,unknown,,,,Extremely rare autosomal recessive genetic disorder. Very few cases reported worldwide with no systematic epidemiological data. Estimated <0.01 per 100k based on case reports in dermatologic literature.
C2675904,"Wilms Tumor, Aniridia, Genitourinary Anomalies, Mental Retardation, and Obesity Syndrome",extremely rare,,incidence,extremely rare,0.3,weak,True,11p13 Deletion Syndrome,,low,,,,"WAGR syndrome: rare genetic disorder characterized by Wilms tumor, aniridia, genitourinary anomalies, and intellectual disability. Associated with 11p13 deletion. Estimated <0.01 per 100k incidence based on case reports. Some estimates suggest 1-2 per 100,000 births, but longitudinal epidemiological studies are limited."
C2676244,"Leukodystrophy, Hypomyelinating, 6",extremely rare,,prevalence,extremely rare,0.2,weak,True,Hypomyelinating leukodystrophy,,unknown,,,,Hypomyelinating leukodystrophy 6 (HLD6) is a rare genetic disorder affecting myelin formation. Fewer than 50 cases reported in medical literature. Incidence <0.001 per 100k births. Extremely rare genetic condition with limited epidemiological data; confidence reflects rarity and lack of systematic population studies.
C2678408,"PITUITARY HORMONE DEFICIENCY, COMBINED, 4",extremely rare,,incidence,extremely rare,0.25,weak,True,Combined Pituitary Hormone Deficiency,,unknown,,,,"CPHD type 4 (PROP1 mutations) is an extremely rare genetic disorder with estimated incidence <0.01 per 100k births. Fewer than 100 families reported worldwide. Low confidence reflects paucity of systematic epidemiological data, relies on case reports and clinical registries."
