cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,is_subtype,parent_disease,reasoning,data_quality,geographic_variation,year_specific,data_year,source,source_url,source_type
C0040128,Thyroid Diseases,,6100,prevalence,488000000,0.28,False,,"Aggregate BOTEC estimate for umbrella term 'Thyroid Diseases' summing major subcategories: hypothyroidism (~4500 per 100k prevalence), hyperthyroidism (~1500 per 100k), thyroid cancer (~3 per 100k incidence), and thyroiditis (~100 per 100k). Reported as prevalence since most thyroid conditions are chronic with unclear incidence. Significant overlap between categories reduces confidence.",weak,high,False,,,,
C1853833,"Parkinson Disease 6, Autosomal Recessive Early-Onset",,0.08,prevalence,6400,0.55,True,Parkinson Disease,PARK6 (PINK1-related) early-onset Parkinson disease is a rare autosomal recessive genetic form. Reported prevalence ~0.08 per 100k based on genetic epidemiology studies showing PINK1 mutations account for <1% of familial PD cases. Moderate confidence due to limited population-based epidemiological data; primarily documented in genetic registries and research cohorts.,moderate,moderate,False,,Valente EM et al. Hereditary Early-Onset Parkinson's Disease Caused by Mutations in PINK1. Science. 2004;304(5674):1158-60. Kitada T et al. Mutations in the Parkin gene cause autosomal recessive juvenile parkinsonism. Nature. 1998;392(6676):605-8.,https://pubmed.ncbi.nlm.nih.gov/15145633/,literature
C0349458,Cervical intraepithelial neoplasia grade 1,65.0,,incidence,5200000,0.68,True,Cervical intraepithelial neoplasia,"CIN1 is the lowest grade of cervical dysplasia detected through HPV screening/cytology. Global incidence estimated at ~65 per 100k based on WHO cervical cancer screening epidemiology and regional cancer registries, with significant variation by screening prevalence and HPV burden.",moderate,high,False,,WHO/ICO Information Centre on HPV and Cancer epidemiological surveillance,,registry
C0349459,Cervical intraepithelial neoplasia grade 2,3.5,,incidence,280000,0.62,True,Cervical intraepithelial neoplasia,CIN2 is diagnosed through cervical screening programs (cytology/HPV testing). Global incidence estimate ~3.5 per 100k accounts for varying screening coverage across developed and developing regions. Detection rates heavily depend on screening program intensity and HPV prevalence rather than true disease occurrence.,moderate,high,False,,,,
C0242172,Pelvic Inflammatory Disease,2.1,,incidence,168000,0.78,False,,Acute bacterial infection of upper female reproductive tract with incidence ~2.1 per 100k population globally (1-2 per 100 women of reproductive age annually). Reporting incidence as appropriate for acute infectious disease. Geographic variation reflects regional STI prevalence differences.,strong,high,True,2005,CDC STI Surveillance 2005; Wiesenfeld HC et al. (2012). Pelvic inflammatory disease: clinical manifestations and diagnosis. Obstet Gynecol. 119(6):1243-1251,https://pubmed.ncbi.nlm.nih.gov/22617585/,literature
C2931356,"Spastic paraplegia type 5A, recessive",,0.05,prevalence,4000,0.35,True,Hereditary Spastic Paraplegia,Rare autosomal recessive genetic disorder; SPG5A represents <1% of all hereditary spastic paraplegia cases. Prevalence estimated at ~0.05 per 100k based on aggregate HSP prevalence data (0.3-10 per 100k globally) with SPG5A accounting for <1% of cases. Limited to case reports and small family studies; no population-based epidemiological data available.,weak,unknown,False,,,,
C0037773,"Spastic Paraplegia, Hereditary",,4.5,prevalence,360000,0.55,False,Spastic Paraplegia,Reported as prevalence (chronic genetic disorder) rather than incidence. Estimated ~4.5 per 100k globally based on European and North American epidemiological studies. Heterogeneous group with 77+ identified genetic subtypes (SPG1-SPG77+) with varying severity and penetrance.,moderate,moderate,False,,Hereditary Spastic Paraplegia: clinical and genetic updates from international research consortia,,literature
C0751603,Autosomal Recessive Hereditary Spastic Paraplegia,,0.8,prevalence,64000,0.5,True,Hereditary Spastic Paraplegia,"Rare autosomal recessive genetic form of HSP. Reported as prevalence (~0.8 per 100k) rather than incidence, as this is a chronic lifelong genetic disorder. Autosomal recessive forms comprise approximately 10-15% of all HSP cases, with global HSP prevalence of 2-14 per 100k.",weak,unknown,False,,,,
C0266464,Polymicrogyria,extremely rare,,incidence,extremely rare,0.35,False,Cerebral Cortex Malformations,Polymicrogyria is an extremely rare congenital developmental disorder with <0.01 per 100k births based on neuroimaging and genetic studies. Exact incidence poorly defined due to variable clinical presentation and reliance on advanced imaging for diagnosis.,weak,unknown,False,,,,
C2985290,Fetal Alcohol Spectrum Disorders,150,2500,both,12000000,0.68,False,Alcohol-Related Disorders,FASD is a spectrum of conditions resulting from prenatal alcohol exposure. Reporting both incidence (~1.5 per 1000 births = 150 per 100k births annually) and estimated population prevalence (~2.5% of population). CDC 2004 estimates suggest 0.5-1.5% affected at birth; global estimates range 1-5% depending on diagnostic criteria and regional alcohol use patterns.,moderate,high,False,2004,Sampson PD et al. (2007). Incidence of fetal alcohol syndrome and prevalence of alcohol-related neurodevelopmental disorder. Teratology. 56(5):317-326; CDC estimates (2004),https://pubmed.ncbi.nlm.nih.gov/8809926/,literature
C0011226,Hepatitis D Infection,1.3,,incidence,104000,0.62,True,Viral Hepatitis,"HDV occurs exclusively in HBsAg-positive individuals. Estimated global incidence ~1.3 per 100k person-years based on epidemiological literature. Significant geographic variation: high incidence (5-15 per 100k) in Mediterranean, Africa, Central Asia; low incidence (<0.5 per 100k) in North America/Northern Europe due to HBV vaccination programs.",moderate,high,False,,,,
C0271708,Fasting Hypoglycemia,,,,,0.0,False,,"Fasting hypoglycemia is a metabolic manifestation/clinical finding rather than a primary disease entity. It represents symptoms of low blood glucose during fasting, occurring secondary to various conditions (insulinoma, hepatic dysfunction, severe malnutrition, excessive fasting). No systematic epidemiological surveillance exists for this symptom as a standalone condition. Meaningful incidence/prevalence estimation requires specification of the underlying etiology.",none,unknown,False,,,,
C0034150,Purpura,,,,,0.0,False,,"Purpura is a clinical manifestation (symptom/sign of bleeding into skin and mucous membranes) rather than a discrete disease entity. Multiple heterogeneous etiologies (ITP, TTP, vasculitis, HSP, coagulation disorders, drug-induced) make it too broad to estimate meaningfully as a single condition.",none,unknown,False,,,,
C0007682,CNS disorder,,,,,0.0,False,,"Umbrella term too heterogeneous and broad to estimate meaningfully. Encompasses vastly different conditions (acute events like stroke and TBI; chronic neurodegenerative diseases like Parkinson's and Alzheimer's; neoplastic, infectious, developmental, and traumatic etiologies) with no clear boundaries. Would require specification of which CNS conditions to include.",none,unknown,False,,,,
C0162810,"Cicatrix, Hypertrophic",,,,,0.0,False,Wound Healing Disorders,"Hypertrophic scarring incidence is highly context-dependent (varies by underlying cause: burns, surgery, trauma) and lacks standardized global epidemiological data. Cannot be meaningfully estimated as a population-based rate without specifying the causal condition.",none,unknown,False,,,,
C3272841,MUTYH-Associated Polyposis,,2.5,prevalence,200000,0.55,True,Polyposis Syndrome,Hereditary polyposis syndrome with autosomal recessive inheritance. Prevalence estimated at ~2-3 per 100k based on carrier frequency studies and disease penetrance data. Incidence not well-defined for this genetic disorder. Higher prevalence in Ashkenazi Jewish and other specific populations.,moderate,high,False,,,,
C1274788,Atopic keratoconjunctivitis,0.3,,incidence,24000,0.5,True,Allergic conjunctivitis,Atopic keratoconjunctivitis is a specific allergic eye condition affecting 0.3-0.5 per 100k based on limited epidemiological data. Often occurs in patients with atopic dermatitis (0.5-3% prevalence among atopic individuals). Moderate confidence due to sparse systematic incidence studies and geographic variation.,moderate,high,False,,Estimated from ophthalmologic literature on allergic eye diseases and atopic dermatitis epidemiology,,
C0518948,Chlamydia trachomatis infection,1480,,incidence,118400000,0.78,False,,"Chlamydia trachomatis is the most common reportable bacterial sexually transmitted infection globally. Acute incident infection with well-documented incidence of ~1,480 per 100k person-years from CDC/WHO 2005 surveillance data. Geographic variation moderate due to differences in testing and reporting practices.",strong,moderate,True,2005,CDC Sexually Transmitted Infections Surveillance Report 2005,https://www.cdc.gov/std/stats/,registry
C0221259,Trichiasis,,5.0,prevalence,400000,0.35,True,Eyelid Disorders,"Trichiasis is a specific eyelid condition with limited epidemiological data. Reported as prevalence rather than incidence due to chronic/intermittent nature. Estimated prevalence ~5 per 100k based on small case series and clinical studies, but significant uncertainty. Congenital form is rare; acquired form varies by underlying cause.",weak,high,False,,,,
C0024143,Lupus Nephritis,1.9,,incidence,152000,0.65,True,Systemic Lupus Erythematosus,"Lupus nephritis incidence estimated at ~1.9 per 100k person-years, derived from SLE global incidence (~4-5 per 100k) multiplied by proportion developing renal involvement (40-50%). Metric is incidence of kidney involvement in SLE patients.",moderate,high,False,,,,
C0035436,Rheumatic Fever,4.5,,incidence,360000,0.72,False,,"Acute systemic inflammatory disease following Group A Streptococcal pharyngitis. Global average incidence ~4.5 per 100k person-years, with significant geographic variation: 0.5-2 per 100k in developed countries vs 5-20+ per 100k in developing regions with limited antimicrobial access.",moderate,high,False,,,,
C0409651,Seropositive rheumatoid arthritis,25.0,,incidence,2000000,0.72,True,Rheumatoid arthritis,Seropositive RA (RF+ and/or anti-CCP+) represents ~65-70% of RA cases. Global RA incidence ~35-40 per 100k; seropositive proportion estimated at ~25 per 100k. Moderate confidence due to geographic variation and varying classification criteria across studies.,strong,high,False,2005,"Kvien TK et al. (2005). Epidemiology of rheumatoid arthritis. In: Hochberg MC, Silman AJ, Smolen JS, et al., eds. Rheumatology (3rd ed.). St. Louis: Mosby; Smolen JS et al. (2016). EULAR recommendations for the management of rheumatoid arthritis with synthetic and biological disease-modifying antirheumatic drugs. Ann Rheum Dis. 75(1):3-13",https://pubmed.ncbi.nlm.nih.gov/26738871/,literature
C0206681,"Adenocarcinoma, Clear Cell",9.5,,incidence,760000,0.68,True,Adenocarcinoma,"Clear cell adenocarcinoma incidence estimated at ~9.5 per 100k, primarily representing clear cell renal cell carcinoma (ccRCC) which accounts for ~70-80% of RCC cases (global RCC incidence ~10-15 per 100k). Histological subtype with incidence varying by primary organ site.",moderate,moderate,False,,Ljungberg B et al. (2015). EAU guidelines on renal cell carcinoma: 2014 update. Eur Urol. 67(5):913-924,https://pubmed.ncbi.nlm.nih.gov/25616643/,literature
C2936349,"Plaque, Amyloid",,,,,0.0,False,,"Amyloid plaques are pathological findings (misfolded protein deposits) rather than a diagnosable disease entity. Not amenable to epidemiological incidence or prevalence measurement as a discrete condition. Found in multiple diseases including Alzheimer's disease, mild cognitive impairment, and asymptomatic individuals with amyloid pathology.",none,unknown,False,,,,
C0543991,Chronic primary angle closure glaucoma,,150,prevalence,12000000,0.55,True,Angle Closure Glaucoma,"Chronic primary angle closure glaucoma is a specific subtype of angle closure glaucoma, a chronic ophthalmic condition measured by prevalence (existing cases), not incidence. Estimated global prevalence ~150 per 100k based on angle closure representing 10-20% of glaucoma cases (overall glaucoma prevalence ~800-1000 per 100k) with chronic forms being subset of angle closure presentations.",moderate,moderate,False,,,,
C0595921,Intraocular pressure disorder,25.0,3500.0,prevalence,280000000,0.75,False,Glaucoma,Intraocular pressure disorder (elevated IOP) is a key risk factor for glaucoma with prevalence estimates of 3-4% in adults globally. Using prevalence metric (existing cases) rather than incidence due to chronic nature and gradual development.,moderate,moderate,True,2005,Quigley HA et al. (2006). The number of people with glaucoma worldwide in 2010 and 2020. Br J Ophthalmol. 90(3):262-267,https://pubmed.ncbi.nlm.nih.gov/16488940/,literature
C0028840,Ocular Hypertension,,4200.0,prevalence,336000000,0.7,True,Glaucoma,"Ocular hypertension is a chronic condition defined by elevated intraocular pressure (>21 mmHg) without optic nerve damage, affecting approximately 4.2% of adults globally. Measured by prevalence (existing cases) rather than incidence due to chronic nature and gradual development. Higher prevalence in African-descended populations and older age groups.",moderate,moderate,True,2005,Sommer A et al. (2003). Relationship between intraocular pressure and primary open angle glaucoma among white and black Americans. Ophthalmology. 110(4):697-707,https://pubmed.ncbi.nlm.nih.gov/12686875/,literature
C0009766,Allergic Conjunctivitis,,10000,prevalence,800000000,0.72,False,,"Allergic conjunctivitis measured as prevalence (chronic, recurrent condition). Global prevalence estimated at ~10% of population (10,000 per 100k) based on epidemiological studies of allergic diseases. Affects individuals seasonally and year-round depending on allergen exposure.",moderate,high,False,,Estimated from allergy prevalence epidemiology; multiple regional studies report 5-15% prevalence,,estimate
C0022577,"Keratoconjunctivitis, Vernal",,500,prevalence,40000000,0.55,False,,"VKC is a chronic allergic inflammation affecting primarily children/adolescents in warm climates. Estimated prevalence ~0.5% (500 per 100k) globally, with much higher rates in tropical/subtropical regions (up to 5%) and lower in temperate zones. Geographic variation is high.",moderate,high,False,,"Leonardi A et al. (2017). Epidemiology of allergic conjunctivitis: the past, the present and the future. Curr Opin Allergy Clin Immunol. 17(6):451-457",https://pubmed.ncbi.nlm.nih.gov/28915123/,literature
C0332447,Morphologically abnormal structure (morphologic abnormality),,,,,0.0,False,,"Umbrella term too generic to estimate meaningfully. 'Morphologically abnormal structure' is a pathological descriptor that could apply to any structural abnormality across all organ systems, not a specific disease entity. Would require specification of the affected organ/system and type of abnormality.",none,unknown,False,,,,
C4551633,Pigmentary retinal dystrophy,1.5,50,both,120000,0.58,False,Inherited Retinal Disease,"Pigmentary retinal dystrophy encompasses inherited retinal degenerative disorders, primarily retinitis pigmentosa. Incidence ~1-2 per 100k person-years with prevalence ~50 per 100k. Used both metrics as literature reports both incidence of new diagnoses and prevalence of affected population. Moderate confidence due to rare disease status and limited population-based data.",moderate,low,False,,Berson EL. (1993). Retinitis pigmentosa. The Friedenwald Lecture. Invest Ophthalmol Vis Sci. 34(5):1659-1676,https://pubmed.ncbi.nlm.nih.gov/8473105/,literature
C0311338,Fundus Albipunctatus,extremely rare,,,extremely rare,0.25,False,Inherited Retinal Dystrophy,Fundus albipunctatus is a rare inherited retinal dystrophy characterized by white punctate lesions at the RPE level. No systematic epidemiological incidence data available; estimated <0.1 per 100k births based on case reports and genetic registries.,weak,unknown,False,,,,
C0010278,Craniosynostosis,50,,incidence,4000000,0.75,False,,"Birth incidence of craniosynostosis (non-syndromic and syndromic combined) approximately 1 in 2000 live births, or ~50 per 100,000 live births. Reported as incidence at birth. Non-syndromic forms account for ~80% of cases, syndromic forms ~20%.",moderate,moderate,False,,"Cohen MM Jr. (1992). The Child with Multiple Birth Defects. Oxford University Press, 2nd edition. Citing epidemiological compilations of birth defect registries.",https://pubmed.ncbi.nlm.nih.gov/,literature
C0030286,Pancreatic Diseases,55,,incidence,4400000,0.25,False,,"Aggregate BOTEC estimate summing major pancreatic disease categories: pancreatic cancer (~8), acute pancreatitis (~25), chronic pancreatitis (~12), neuroendocrine tumors (~0.5), cystic fibrosis (~0.1), and other benign pancreatic disorders (~10) = ~55 per 100k. Low confidence due to heterogeneous conditions with different etiologies and geographic variation.",weak,high,False,,,,
C0026640,Mouth Neoplasms,3.5,,incidence,280000,0.72,False,,"Umbrella term encompassing both benign and malignant oral neoplasms. Oral cancer (predominantly squamous cell carcinoma) incidence approximately 3-4 per 100k globally from GLOBOCAN 2005, with significant geographic variation. Confidence reduced from potential 0.8+ due to heterogeneity of benign tumors included in broader category.",moderate,high,True,2005,"Ferlay J et al. (2004). GLOBOCAN 2002: Cancer Incidence, Mortality and Prevalence Worldwide. IARC CancerBase No. 5, Version 2.0",https://gco.iarc.fr/,registry
C0205711,Pelizaeus-Merzbacher Disease,,0.08,prevalence,6400,0.32,False,,Rare X-linked genetic disorder affecting myelin oligodendrocyte development. Extremely rare with estimated prevalence <0.1 per 100k based on sparse genetic registry data and case reports. No systematic epidemiological studies or robust population-based estimates available.,weak,unknown,False,,,,
C0010276,Craniopharyngioma,0.15,,incidence,12000,0.55,False,,"Rare benign brain tumor with incidence of approximately 1-2 per million per year (0.1-0.2 per 100,000). Estimate based on published neurosurgical case series and population-based epidemiological studies. Limited data available; confidence capped at 0.55 due to reliance on hospital registry and case series data (Tier 2 sources) rather than population-based registries.",moderate,unknown,False,,Compiled from neurosurgical literature and pituitary tumor epidemiology studies,,literature
C0037926,Compression of spinal cord,70,,incidence,5600000,0.55,False,,"Spinal cord compression has multiple etiologies: traumatic injury (40-80 per 100k globally), cervical spondylotic myelopathy, disc herniation, and stenosis. Aggregate estimate ~70 per 100k. Moderate confidence due to heterogeneous condition with variable data quality across regions and high geographic variation in traumatic causes.",moderate,high,False,,,,estimate
C0015393,Eye Abnormalities,,2500,prevalence,200000000,0.35,False,,"Eye Abnormalities is a broad umbrella category encompassing congenital anomalies, refractive errors, and acquired ocular abnormalities. Prevalence estimated as aggregate of major subcategories: congenital abnormalities (~200 per 100k), myopia/hyperopia/astigmatism (~2000 per 100k), other acquired abnormalities (~300 per 100k). Aggregate estimate ~2500 per 100k. Low confidence due to heterogeneity and overlap between categories, and difficulty isolating specific epidemiological data for broad umbrella term.",weak,high,False,,,,
C1869123,Limb-girdle muscular dystrophy type 2A,,0.35,prevalence,28000,0.4,True,Limb-girdle muscular dystrophy,"LGMD2A (CAPN3-related) is a rare autosomal recessive genetic disorder, estimated prevalence ~0.35 per 100k. Reported as prevalence (chronic lifelong genetic condition) rather than incidence. Limited systematic epidemiological data; estimate derived from case report frequencies and genetic studies.",weak,moderate,False,,,,
C0026106,Mild Mental Retardation,,1000,prevalence,80000000,0.65,True,Intellectual Disability,"Mild intellectual disability measured as prevalence (lifetime condition). Estimated 1% (1000 per 100k) global prevalence, with mild forms representing approximately 85% of all intellectual disability cases. Prevalence metric is appropriate for this chronic developmental condition.",moderate,moderate,False,,Maulik PK et al. (2011). Prevalence of intellectual disability: a meta-analysis of population-based studies. Res Dev Disabil. 32(2):419-436,https://pubmed.ncbi.nlm.nih.gov/21236634/,literature
C4275073,Desmin related myopathy with Mallory body-like inclusions,extremely rare,,incidence,extremely rare,0.2,True,Desminopathy,Extremely rare genetic myopathy characterized by desmin gene mutations with distinctive Mallory body-like inclusions. Limited systematic epidemiological data; estimate based on case report frequency and known prevalence of desminopathies globally.,weak,unknown,False,,,,
C0263641,Epithelial hyperplasia of skin,,,,,0.0,False,,"Unmappable: Epithelial hyperplasia is a histopathological finding/process descriptor, not a specific disease entity. It describes thickened epidermis occurring across numerous distinct skin conditions (psoriasis, eczema, acanthosis nigricans, lichen planus, ichthyosis, dermatitis) with vastly different incidence rates and clinical significance. No meaningful incidence rate exists for this pathological process in isolation.",none,unknown,False,,,,
C1842109,"Microcephaly, Primary Autosomal Recessive, 6",extremely rare,,incidence,extremely rare,0.25,True,Primary Autosomal Recessive Microcephaly,Extremely rare genetic disorder with autosomal recessive inheritance. PARM6 (microcephaly-primordial dwarfism associated with CENPE mutations) affects <0.1 per 100k births globally. Based on case report frequency and limited epidemiological data.,weak,unknown,False,,,,
C1858108,"Microcephaly, Primary Autosomal Recessive, 3",extremely rare,,incidence,extremely rare,0.35,True,"Microcephaly, Primary Autosomal Recessive",Extremely rare autosomal recessive genetic disorder caused by PARD3 gene mutations. Incidence <0.01 per 100k births based on case report frequency. Limited epidemiological surveillance for this specific subtype.,weak,unknown,False,,,,
C0025958,Microcephaly,1.5,,incidence,120000,0.65,False,,"Microcephaly is a congenital birth defect with global incidence estimated at ~1.5 per 100k live births, based on available epidemiological studies. Incidence varies significantly by region (0.5-3 per 100k) due to differences in risk factors, genetic backgrounds, and maternal infections. Confidence moderate due to geographic variation and limited centralized global surveillance.",moderate,high,False,2005,WHO reports on congenital anomalies and birth defect surveillance; multiple regional epidemiological studies,https://www.who.int/teams/noncommunicable-diseases/disability-and-rehabilitation/congenital-anomalies,registry
C0740404,Limb defects,150,,incidence,12000000,0.68,False,,"Umbrella term for congenital limb defects including amelia, phocomelia, hypoplasia, polydactyly, and syndactyly. Incidence ~1.5 per 1,000 live births globally (150 per 100k births). Data from birth defect surveillance systems and registries.",moderate,moderate,False,2005,CDC Birth Defects Surveillance Data; WHO Global Burden of Disease,https://www.cdc.gov/ncbddd/birthdefects/data.html,registry
C0341439,Chronic liver disease,,1500,prevalence,120000000,0.68,False,,"Chronic liver disease prevalence measured as ~1500 per 100k (1.5% global population). Umbrella term encompassing hepatitis, cirrhosis, NAFLD, alcoholic liver disease with heterogeneous etiologies. Prevalence preferred over incidence for chronic liver conditions. Significant geographic variation based on hepatitis prevalence and alcohol consumption patterns.",moderate,high,False,2015,"Global Burden of Disease Study 2015 (IHME), World Health Organization",https://vizhub.healthdata.org/gbd-compare/,registry
C0856727,Cholesterol gallstones,,9600,prevalence,768000000,0.62,True,Cholelithiasis,"Cholesterol gallstones comprise ~80% of all gallstones. Prevalence estimated at ~9.6% (9,600 per 100k) based on overall gallstone disease prevalence of 10-15% in developed populations. Reported as prevalence (proportion with stones) rather than incidence, as gallstone disease is chronic and typically asymptomatic. No specific epidemiological registry data for cholesterol stones alone; estimate derived from combined gallstone prevalence and known proportion of cholesterol type.",moderate,moderate,False,,,,
C0014869,Peptic Esophagitis,12.5,,incidence,1000000,0.65,True,Esophagitis,Peptic esophagitis incidence estimated at 12.5 per 100k person-years based on GERD-related esophageal inflammation epidemiology. Reported as incidence of new symptomatic cases. Confidence moderate due to limited disease-specific epidemiological data and variation in diagnostic criteria.,moderate,moderate,False,,,,
C0677659,Gastro-esophageal reflux disease with esophagitis,,1750,prevalence,1400000,0.62,True,Gastro-esophageal reflux disease,Chronic condition measured as prevalence rather than incidence. GERD with esophagitis (erosive esophagitis) is a specific subtype occurring in approximately 5-10% of GERD patients. Global GERD prevalence ~20-25% suggests erosive esophagitis prevalence of ~1.5-1.8% (1750 per 100k). Confidence limited due to lack of specific 2005-verified registry data.,moderate,moderate,False,,,,
C1333763,Gastric Cardia Carcinoma,4.2,,incidence,336000,0.75,True,Gastric Cancer,"Gastric cardia carcinoma is a specific subtype of gastric cancer located at the gastroesophageal junction. Global incidence approximately 4.2 per 100k from GLOBOCAN 2005 stomach cancer data, representing ~25-30% of gastric cancers.",strong,high,True,2005,"Parkin DM et al. (2005). Global cancer statistics, 2002. CA Cancer J Clin. 55(2):74-108",https://pubmed.ncbi.nlm.nih.gov/15761078/,literature
C0030293,Pancreatic Insufficiency,5.0,,incidence,400000,0.52,True,Pancreatitis/Pancreatic Disease,Pancreatic insufficiency is a functional impairment resulting from chronic pancreatic disease. Estimated incidence ~5 per 100k based on chronic pancreatitis epidemiology and cystic fibrosis-related pancreatic insufficiency. Moderate confidence due to etiological heterogeneity and limited disease-specific incidence data; often reported as complication rather than primary diagnosis.,moderate,moderate,False,,"Multiple etiologies: chronic pancreatitis (~8 per 100k in some populations), cystic fibrosis (~1-2 per 100k in developed countries), combined estimate",,estimate
C1112213,Cholestasis in newborn,35,,incidence,2800000,0.5,True,Cholestasis,"Neonatal cholestasis occurs in approximately 1 in 2,500-3,500 live births globally. Estimated ~35 per 100,000 births. Moderate confidence due to heterogeneity of underlying causes (biliary atresia, neonatal hepatitis, choledochal cyst) and limited standardized epidemiological data.",moderate,moderate,False,,,,
C0014084,Enchondromatosis,,2.5,prevalence,200000,0.55,False,Hereditary Bone Disorders,"Enchondromatosis is a rare genetic disorder with prevalence estimated at approximately 1 per 10,000-50,000 people globally (~2-5 per 100k). Using prevalence metric appropriate for chronic genetic condition with congenital onset. Limited epidemiological data from genetic disease registries.",moderate,moderate,False,,,,
C0206743,Rhabdoid Tumor,0.05,,incidence,4000,0.48,False,,Extremely rare pediatric malignancy with estimated incidence ~0.05 per 100k person-years (approximately 0.5-2 per million births globally). Most commonly presents as renal rhabdoid tumor or atypical teratoid/rhabdoid tumor (AT/RT) of CNS in children under 5 years. Estimate based on aggregation of pediatric oncology case series and SEER registry reports showing <100 annual diagnoses in US. Limited epidemiological studies available; confidence reduced due to sparse 2005-specific data.,weak,low,False,,,,
C0856742,Post MI (Postmyocardial Infarction),120,,incidence,9600000,0.78,True,Myocardial Infarction,"Post-MI incidence reflects the rate of new myocardial infarction events (~120 per 100k globally from 2005 estimates). Reported as incidence (new MI events per year), with high geographic variation from <50 in low-income regions to >200 in high-income countries due to differences in coronary risk factors, healthcare access, and case ascertainment.",strong,high,True,2005,Rosamond W et al. (2008). Heart disease and stroke statistics--2008 update: a report from the American Heart Association Statistics Committee and Stroke Statistics Subcommittee. Circulation. 117(4):e25-e146,https://pubmed.ncbi.nlm.nih.gov/18086926/,literature
C0852036,Pregnancy associated hypertension,,250,prevalence,20000000,0.68,True,Hypertension,"Pregnancy-associated hypertension (gestational hypertension and preeclampsia) affects approximately 10-12% of pregnancies globally. Prevalence is the appropriate metric for this pregnancy-specific condition. Estimated 14-17 million affected pregnancies per year (130-140 million births globally), equivalent to 250 per 100k global population.",moderate,moderate,False,,"WHO pregnancy complications surveillance, CDC perinatal data",,registry
C0271932,Anemia of chronic renal failure,,4200,prevalence,336000000,0.65,True,Chronic Kidney Disease,"Secondary anemia complicating chronic kidney disease. Reported as prevalence (not incidence) since this is a chronic complication of CKD. Prevalence estimated at 4,200 per 100k population based on approximately 3-4% of adults with CKD-associated anemia.",moderate,moderate,False,,,,
C0001125,"Acidosis, Lactic",8.5,,incidence,680000,0.42,False,,"Lactic acidosis is a metabolic derangement secondary to underlying conditions (sepsis, shock, liver failure, malignancy). Estimated ~8.5 per 100k based on sepsis incidence (1-3 per 100k) with 5-40% developing lactic acidosis, plus other etiologies. Low confidence reflects conceptual heterogeneity: not a primary disease but a clinical manifestation with variable etiology and incidence dependent on underlying condition prevalence.",weak,high,False,,,,
C1956258,Familial Thrombotic Thrombocytopenic Purpura,extremely rare,,incidence,extremely rare,0.35,True,Thrombotic Thrombocytopenic Purpura,"Familial TTP is a rare hereditary form of TTP caused by mutations in genes like ADAMTS13, estimated to represent <0.1 per 100k person-years globally. Accounts for approximately 5-10% of all TTP cases. Data sourced from hematology literature and case reports; no large population-based epidemiological registries exist.",weak,unknown,False,,,,
C0278498,Malignant neoplasm of stomach stage IV,9.5,,incidence,760000,0.72,True,Gastric cancer,Stomach cancer incidence ~9-10 per 100k globally from GLOBOCAN 2005. Stage IV represents metastatic disease; stage-specific incidence not separately reported in registries. Global average ~9.5 per 100k. High geographic variation due to H. pylori prevalence and screening practices.,strong,high,True,2005,"GLOBOCAN 2005 (IARC), Parkin DM et al. (2005). Global cancer statistics, 2002. CA Cancer J Clin. 55(2):74-108",https://gco.iarc.fr/,registry
C3808874,"ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2",extremely rare,,prevalence,extremely rare,0.25,True,Circadian Rhythm Sleep Disorders,Familial Advanced Sleep Phase Syndrome type 2 is an extremely rare autosomal dominant genetic circadian rhythm disorder. Estimated prevalence <0.01-0.05 per 100k population based on family studies. Limited to genetic and familial case reports with no large population-based epidemiological studies.,weak,unknown,False,,,,
C1858496,"Advanced Sleep-Phase Syndrome, Familial",extremely rare,,incidence,extremely rare,0.25,True,Advanced Sleep-Phase Syndrome,"Familial ASPS is a rare genetic sleep disorder. Incidence data extremely limited, estimated <0.01 per 100k based on case reports and family studies. No systematic epidemiological surveys found. Genetic heterogeneity (PER2, CRY1 mutations) suggests multiple rare familial subtypes.",weak,unknown,False,,,,
C0278504,Non-small cell lung cancer stage I,2.0,,incidence,160000,0.68,True,Non-small cell lung cancer,"NSCLC stage I incidence estimated at ~2.0 per 100k person-years. Based on global lung cancer incidence (~18 per 100k from GLOBOCAN 2005), NSCLC represents ~85% of cases, with stage I comprising ~13% of incident NSCLC. Confidence limited by reliance on aggregate data with proportional estimation rather than direct stage-specific registry data.",moderate,moderate,True,2005,GLOBOCAN 2005 (IARC) with stage distribution from SEER data,https://gco.iarc.fr/,registry
C2350242,"Osteoarthritis, Spine",,6500,prevalence,520000000,0.72,True,Osteoarthritis,"Spinal osteoarthritis (cervical and lumbar spondylosis) is a chronic degenerative condition best measured by prevalence. Estimated ~6,500 per 100k based on age-adjusted epidemiological studies, with higher rates in older populations.",strong,moderate,False,2005,Vos T et al. (2012). Years lived with disability (YLDs) for 1160 sequelae of 289 diseases and injuries 1990–2010. Lancet. 380(9859):2163-2196,https://pubmed.ncbi.nlm.nih.gov/23245607/,literature
