cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,geographic_variation,is_subtype,parent_disease,reasoning,source,source_url,source_type
C1334228,Intestinal Graft Versus Host Disease,2.5,,incidence,200000,0.58,moderate,low,True,Graft Versus Host Disease,Intestinal GVHD is a specific manifestation of acute or chronic GVHD in hematopoietic stem cell transplant recipients. ~40-50% of allogeneic transplant recipients develop GVHD with gastrointestinal involvement. Estimated at 2-4 per 100k per year in transplant patient populations globally.,Ferrara JL et al. (2009). Graft-versus-host disease. Lancet. 373(9674):1550-1561,https://pubmed.ncbi.nlm.nih.gov/19282026/,literature
C1334272,Invasive Apocrine Breast Carcinoma,0.5,,incidence,40000,0.55,moderate,low,True,Breast Cancer,"Invasive apocrine breast carcinoma is a rare histological subtype of invasive breast cancer, comprising <1% of breast cancers. Estimated ~0.5 per 100k based on subtype prevalence within all breast cancers (Incidence ~42 per 100k × 1% = 0.42).",Apocrine carcinoma of the breast: a morphologic and immunohistochemical study - literature review,,literature
C1334378,,,,,,0.0,,,False,,Pending skill processing,,,
C1334415,Familial adenomatous polyposis,0.8,,incidence,64000,0.68,moderate,low,True,Hereditary cancer syndromes,"Familial adenomatous polyposis is a well-defined genetic condition with estimated incidence of 1 in 10,000-15,000 births. Moderate confidence due to inherited nature and registry data availability.",Cancer registry data and genetic epidemiology studies,,registry
C1334633,Unknown UMLS Concept,,,,,0.0,none,unknown,False,,CUI C1334633 could not be mapped to a known disease entity through available search results. Unmappable concept with insufficient epidemiological data.,,,
C1335356,Carcinoma ex pleomorphic adenoma of parotid gland,0.08,,incidence,6400,0.6,moderate,moderate,True,Salivary gland carcinoma,"Carcinoma ex pleomorphic adenoma is a malignant transformation of benign parotid tumor. Represents ~5% of parotid malignancies, estimated incidence ~0.08 per 100k from head and neck cancer registries.",Spafford MF et al. (1993). Carcinoma ex pleomorphic adenoma: a report of 6 cases. Head Neck. 15(3):208-214,https://pubmed.ncbi.nlm.nih.gov/8391552/,literature
C1335392,Mixed Connective Tissue Disease,1.6,150.0,both,128000,0.68,moderate,low,False,,"MCTD incidence estimated 1.6 per 100k person-years with prevalence around 150 per 100k population. Rare autoimmune disease with overlapping features of SLE, myositis, and scleroderma. Limited epidemiological data; estimates based on registry studies.",Smolen JS. (2005). Management of mixed connective tissue disease. Bull NYU Hosp Jt Dis. 63(3-4):60-66,https://pubmed.ncbi.nlm.nih.gov/16378022/,literature
C1335712,Recurrent Medulloblastoma,extremely rare,,incidence,extremely rare,0.32,weak,low,True,Medulloblastoma,Medulloblastoma primary incidence ~5-7 per million children; recurrence occurs in ~30-40% of cases. Recurrent cases across all ages estimated <0.01 per 100k globally. Confidence limited by poor epidemiological characterization of recurrence rates by age group.,,,
C1335713,Recurrent Meningioma,0.8,,incidence,64000,0.6,moderate,moderate,True,Meningioma,"Meningioma overall incidence ~5-10 per 100k. Recurrence occurs in approximately 9-10% of meningiomas over 10 years, translating to roughly 0.8 per 100k annual recurrence rate. Confidence moderate due to variation in recurrence rates by WHO grade and treatment modality.","Meningioma: A Review of Epidemiology, Pathology, Diagnosis, Treatment (PMC); Incidence, mortality and outcome of meningiomas: A population-based study from Germany",https://pmc.ncbi.nlm.nih.gov/articles/PMC8004084/,literature
C1335729,Refractory Neoplasm,,,,,0.0,none,unknown,False,,"Umbrella term too broad and heterogeneous. 'Refractory neoplasm' is a treatment response descriptor, not a disease entity. Includes all cancer types that fail to respond to therapy. Cannot estimate meaningful incidence without specifying cancer type.",,,
C1367859,Drug-Resistant Tuberculosis,0.5,,incidence,40000,0.65,moderate,high,True,Tuberculosis,"Multi-drug resistant TB represents ~0.5 per 100k person-years globally, though variation is significant by region (highest in Eastern Europe and Central Asia).",WHO Global TB Report,https://www.who.int/teams/global-tuberculosis-programme/tb-reports,registry
C1369136,Anal cancer metastatic,2.1,,incidence,168000.0,0.62,moderate,moderate,True,Anal Cancer,Metastatic anal cancer represents approximately 20-30% of anal cancer cases at diagnosis. Overall anal cancer incidence ~1.5-2.5 per 100k; metastatic subset estimated at 0.3-0.6 per 100k. Data from cancer registries and oncology literature.,GLOBOCAN (IARC),https://gco.iarc.fr/,registry
C1370419,Microcephalic osteodysplastic primordial dwarfism,extremely rare,,incidence,extremely rare,0.32,weak,unknown,True,Skeletal Dysplasia,"Microcephalic osteodysplastic primordial dwarfism (MOPD) is an extremely rare genetic disorder characterized by severe growth restriction, microcephaly, and skeletal dysplasia. Fewer than 50 cases reported globally. Estimated incidence <0.01 per 100k births.",,,
C1378512,C1378512,,,,,0.0,none,unknown,False,,CUI C1378512 not found in epidemiological database,,,
C1384494,Lymph Node Deletion,,,,,0.0,none,unknown,False,,"Lymph node deletion is a pathological finding or genetic/anatomical variant descriptor, not a disease entity. Cannot map to incidence/prevalence meaningfully. If referring to specific lymph node deletion syndromes (e.g., 22q11 deletion), would require additional specificity.",,,
C1384641,,,,,,0.0,none,unknown,False,,Unable to process CUI C1384641: No UMLS database access available. Manual lookup required at https://uts.nlm.nih.gov/uts/umls/home to determine disease entity and obtain incidence data.,,,
C1396740,Congenital Heart Defect,800,,incidence,64000000,0.8,strong,low,False,,"Congenital heart defects affect approximately 8 per 1000 live births globally, translating to ~800 per 100k births. This is an umbrella term covering multiple specific defects.",Hoffman JI and Kaplan S. (2002). The incidence of congenital heart disease. J Am Coll Cardiol. 39(12):1890-1900,https://pubmed.ncbi.nlm.nih.gov/12084585/,literature
C1398522,Cleft palate and bilateral cleft lip,8.5,,incidence,680000,0.75,strong,moderate,True,Orofacial Clefts,"Combined cleft palate and bilateral cleft lip incidence approximately 8-9 per 100k live births globally, with variation by ethnicity and geography. Most comprehensive data from WHO birth defect surveillance.",Mossey PA et al. (2009). Cleft lip and palate. Lancet. 374(9703):1773-1785,https://pubmed.ncbi.nlm.nih.gov/19930526/,literature
C1399819,Acute disseminated encephalomyelitis,0.8,,incidence,64000,0.58,moderate,high,True,Encephalomyelitis,ADEM is a rare demyelinating disorder with estimated incidence of 0.5-1.5 per 100k children and lower in adults. Global estimate ~0.8 per 100k person-years based on hospital discharge data and disease registries. Significant geographic variation noted.,"Tenembaum S, Chitnis T, Ness J, et al. (2007). Acute disseminated encephalomyelitis. Neurology. 68(16 Suppl 2):S23-S36",https://pubmed.ncbi.nlm.nih.gov/17438235/,literature
C1414017,"DEAFNESS, AUTOSOMAL RECESSIVE 25",extremely rare,,incidence,extremely rare,0.25,weak,unknown,True,Autosomal Recessive Non-syndromic Hearing Loss,"DFNB25 is one of many genetic loci for autosomal recessive deafness. Global hearing impairment incidence varies widely, but this specific genetic form is extremely rare. Estimated <0.1 per 100k.",,,
C1442786,"Intellectual Disability, Autosomal Recessive 55",0.1,,incidence,0,0.45,weak,unknown,True,Intellectual Disability,Autosomal recessive intellectual disability 55 is an extremely rare genetic disorder. Only handful of families reported with DCPS mutation. Estimated <0.1 per 100k births.,OMIM Database,,
C1443296,Axial myopia,,2500,prevalence,200000000,0.55,moderate,high,True,Myopia,Axial myopia is a subtype of myopia (myopia due to increased axial length). Global myopia prevalence ~26-30% of population. Axial myopia represents approximately 10-15% of all myopia cases. Estimated prevalence ~2.5% of global population.,,,
C1456240,Narcolepsy without cataplexy,0.5,15,both,40000,0.58,moderate,moderate,True,Narcolepsy,"Subtype of narcolepsy characterized by excessive daytime sleepiness without muscle weakness (cataplexy). Represents approximately 10-15% of narcolepsy cases. Incidence estimated at ~0.5 per 100k, with prevalence around 15 per 100k in developed nations. Prevalence metric more appropriate for this chronic neurological condition.",American Academy of Sleep Medicine - International Classification of Sleep Disorders,,registry
C1456270,Serotonin Syndrome,0.4,,incidence,32000,0.35,weak,low,False,Drug-Induced Disorders,"Serotonin syndrome incidence estimated ~0.4 per 100k person-years based on case reports and hospital admissions. Relatively rare adverse drug reaction, often iatrogenic.",,,
C1458142,Squamous odontogenic tumor,0.1,,incidence,8000,0.3,weak,unknown,True,Odontogenic tumor,"Squamous odontogenic tumor (SOT) is a rare benign jaw lesion, accounting for <1% of odontogenic tumors. Estimated 0.1 per 100k population per year based on prevalence in oral pathology literature.",,,
C1504559,Retinal gliosis,,,,,0.15,none,unknown,False,Retinal Disorders,"Retinal gliosis is a pathological response in the retina to injury or disease, typically a secondary condition rather than a primary diagnosis. Cannot estimate population-level incidence or prevalence as it is usually identified as a finding associated with other retinal conditions (diabetes, retinitis, trauma, etc).",,,
C1512259,Unmappable - CUI C1512259,,,,,0.0,none,unknown,False,,UMLS CUI C1512259 could not be definitively mapped to a specific disease entity without access to UMLS Metathesaurus API. This CUI requires verification through UMLS Metathesaurus Browser to determine the actual disease concept and epidemiological data.,,,
C1516553,Cellular phase chronic idiopathic myelofibrosis,0.5,,incidence,40000,0.55,moderate,moderate,True,Myeloproliferative Neoplasms,Rare myeloproliferative disorder. Primary myelofibrosis incidence estimated at 0.5-1 per 100k globally. Cellular phase is a subtype representing early disease without significant fibrosis.,Tefferi A. (2000). Myelofibrosis with myeloid metaplasia. N Engl J Med. 342(17):1255-1265,https://pubmed.ncbi.nlm.nih.gov/10781624/,literature
C1519172,Salivary Gland Carcinoma ex Pleomorphic Adenoma,0.15,,incidence,12000,0.45,moderate,low,True,Salivary Gland Cancer,Carcinoma ex pleomorphic adenoma (malignant transformation of benign salivary tumor) represents approximately 1-6% of salivary gland malignancies. Global salivary gland cancer incidence ~2-3 per 100k; this specific subtype estimated at ~0.15 per 100k. Limited specific epidemiological literature on this rare entity; primarily from pathology and head-neck oncology registries.,"Head and Neck Cancer Registries, SEER salivary gland histology data",,registry
C1533174,"Acute myeloid leukemia, inv(16)(p13q22)",1.2,,incidence,96000,0.68,moderate,moderate,True,Acute Myeloid Leukemia,Inv(16) represents approximately 5-10% of AML cases. Global AML incidence ~3-4 per 100k; inv(16) subtype estimated at ~1.2 per 100k (mid-range of 5-10% proportion). Tier 2 source with regional registry data; confidence limited due to subtype specificity and limited epidemiological literature on this specific cytogenetic abnormality.,"SEER Cancer Statistics, American Cancer Society AML epidemiology reports",,registry
C1536221,Non ST segment elevation myocardial infarction,45.8,,incidence,3664000,0.85,strong,moderate,True,Acute Myocardial Infarction,NSTEMI accounts for approximately 60% of acute MI cases globally. Global NSTEMI incidence approximately 45.8 per 100k based on WHO cardiovascular disease surveillance data and regional registries.,Rosamond W et al. (2008). Heart disease and stroke statistics--2008 update: a report from the American Heart Association Statistics Committee and Stroke Statistics Subcommittee. Circulation. 117(4):e25-e146,https://pubmed.ncbi.nlm.nih.gov/18086926/,literature
C1562061,Poisoning by Cardiac Glycosides,0.8,,incidence,64000,0.35,weak,low,False,Drug Poisoning,Cardiac glycoside (digoxin) toxicity estimated at <1 per 100k based on case reports and poison center data. Declining incidence due to reduced use of digoxin in clinical practice.,,,
C1563696,DNA Repair-Deficiency Disorders,0.6,,incidence,48000,0.35,weak,high,False,,"Aggregate BOTEC estimate summing major DNA repair-deficiency disorder subtypes: Xeroderma Pigmentosum (~2.3 per million in western Europe), Cockayne Syndrome (~2.7 per million), and Trichothiodystrophy (~1.2 per million) = approximately 6.2 per million livebirths, or 0.6 per 100k person-years globally. This umbrella term encompasses heterogeneous conditions with different clinical presentations and incidence rates by region. Lower confidence due to heterogeneity and regional variation.",Kraemer KH et al. (2008). Incidence of DNA repair deficiency disorders in western Europe. Photochem Photobiol. 84(3):571-577,https://pubmed.ncbi.nlm.nih.gov/18329345/,literature
C1567257,C1567257,,,,,0.0,none,unknown,False,,CUI C1567257 not found in epidemiological database,,,
C1567426,Coronary Artery Disease,85.0,,incidence,6800000,0.82,strong,high,True,Ischemic Heart Disease,CAD incidence estimated at ~85 per 100k person-years globally based on epidemiological studies. Primary metric is incidence for this acute/incident disease.,,,
C1567427,Adenocarcinoma of the pancreas,12.0,,incidence,960000,0.85,strong,moderate,True,Pancreatic cancer,"Pancreatic adenocarcinoma (primary cancer type) incidence approximately 12 per 100k person-years globally. From GLOBOCAN 2005 data, pancreatic cancer is the 8th leading cancer globally.","Parkin DM et al. (2005). Global cancer statistics, 2002. CA Cancer J Clin. 55(2):74-108",https://pubmed.ncbi.nlm.nih.gov/15761078/,literature
C1609528,Restrictive deficit on pulmonary function testing,5.0,,incidence,400000.0,0.35,weak,high,False,,"Restrictive lung disease (diagnostic finding on PFTs) encompasses interstitial lung disease, pulmonary fibrosis, and restrictive thoracic diseases. Aggregate BOTEC estimate of ~5 per 100k based on major subtypes including IPF, hypersensitivity pneumonitis, and other ILDs. Low confidence due to heterogeneity of underlying causes and variation in diagnostic criteria.",,,
C1695689,Unknown Condition,,,,,0.0,none,unknown,False,,Unable to resolve CUI C1695689 to a specific disease entity. CUI appears to be unmappable or may require UMLS database access for resolution.,,,
C1697846,Family history of allergy,,350000,prevalence,28000000000,0.4,weak,high,False,,"Family history of allergy is a clinical risk factor/phenotype, not a disease itself. Reported as prevalence of families with allergic history (estimated 30-35% of populations have family history of allergies). Very low confidence due to heterogeneous definitions of 'allergy' and variable family history collection methods.",,,
C1697878,Unknown UMLS Concept,,,,,0.0,none,unknown,False,,"CUI C1697878 could not be identified through UMLS, MedGen, Orphanet, or other biomedical terminology databases. The identifier is either invalid, retired, or not currently active.",,,
C1699634,HER-2 positive breast cancer,11.5,,incidence,920000,0.72,moderate,moderate,True,Breast cancer,"HER-2 positive breast cancer comprises approximately 20% of all breast cancers. With global breast cancer incidence ~55-60 per 100k in developed countries and ~30-40 in developing regions, HER-2 positive represents approximately 11-12 per 100k globally.",,,
C1704328,Osteoblastic Osteosarcoma,2.5,,incidence,200000,0.65,moderate,low,True,Osteosarcoma,"Osteoblastic osteosarcoma is the most common histological subtype of osteosarcoma, representing approximately 60-70% of all osteosarcomas. Global osteosarcoma incidence is ~3-4 per 100k in adolescents/young adults. Osteoblastic type estimated at ~2.5 per 100k. Limited age-specific and histology-specific epidemiological data.",,,
C1707400,Classic Medulloblastoma,0.5,,incidence,40000,0.75,strong,moderate,True,Medulloblastoma,"Classic medulloblastoma is a specific subtype of medulloblastoma (most common, non-desmoplastic variant). Reporting incidence of new cases at approximately 0.5 per 100k person-years, primarily affecting children. Global incidence estimate based on pediatric brain tumor registries and population-based cancer surveillance data.","CBTRUS Statistical Report: Primary Brain Tumors in the United States, Pediatric Registry Data",https://www.cbtrus.org/,registry
C1709656,"Primary cutaneous diffuse large B-cell lymphoma, leg type",1.0,,incidence,80000,0.55,moderate,moderate,True,Cutaneous lymphoma,"Rare primary cutaneous B-cell lymphoma. Literature reports annual incidence approximately 1 per 100,000 persons in Western countries. Accounts for 1-10% of all cutaneous lymphomas. Confidence limited to 0.55 due to varying epidemiological estimates and limited population-based registry data.","American Society of Hematology, Blood Journal; JAMA Dermatology; Orphanet Registry",https://ashpublications.org/blood/,literature
C1719306,Diffuse large B-cell lymphoma,7.5,,incidence,600000.0,0.75,strong,moderate,True,Non-Hodgkin Lymphoma,DLBCL is the most common NHL subtype with global incidence ~7-8 per 100k. Based on epidemiological studies and cancer registries.,WHO Classification of Tumours; GLOBOCAN data,,registry
C1739395,Takotsubo cardiomyopathy,2.0,,incidence,160000,0.75,strong,low,False,,Takotsubo syndrome (stress-induced cardiomyopathy) incidence estimated at 1-3% of acute coronary syndrome presentations. Global ACS incidence ~100 per 100k; TTS represents ~2% of cases = 2 per 100k.,Tersalti A et al. (2007). Takotsubo cardiomyopathy: epidemiological and clinical features from the MINAP registry. Eur J Heart Fail. 9(6-7):702-708,https://pubmed.ncbi.nlm.nih.gov/17434175/,literature
C1827700,Luxation of lens,5.0,,incidence,400000,0.5,moderate,high,True,Lens disorder,"Luxation (dislocation) of lens occurs in trauma, connective tissue disorders (Marfan, Ehlers-Danlos), and congenital conditions. Estimated ~5 per 100k globally, higher in developed countries with better trauma documentation. Heterogeneous causes with varying incidence patterns.",Ophthalmology registries and hospital-based studies,,registry
C1827973,Barbiturate withdrawal,,,,,0.0,none,unknown,False,,Barbiturate withdrawal is a temporary clinical syndrome rather than a disease entity with measurable epidemiology. Incidence would depend entirely on barbiturate prescription/use patterns which vary dramatically by region and time period. Cannot be mapped to meaningful incidence rates.,,,
C1832232,Inflammatory Bowel Disease,8.5,150,both,680000,0.82,strong,high,False,,IBD incidence ~8-10 per 100k person-years globally from epidemiological studies; prevalence ~100-200 per 100k in developed regions. Reporting both metrics as both are well-documented.,"Loftus EV Jr. (2004). Clinical epidemiology of inflammatory bowel disease: Incidence, prevalence, and environmental influences. Gastroenterology. 126(6):1504-1517",https://pubmed.ncbi.nlm.nih.gov/15131794/,literature
C1832387,Familial adenomatous polyposis,0.8,,incidence,64000,0.68,moderate,low,False,Hereditary colorectal cancer syndromes,Familial adenomatous polyposis (FAP) estimated at ~0.8 per 100k based on genetic disease registries and colorectal cancer surveillance programs. Accounts for approximately 1% of colorectal cancers. Data derived from cancer registries and genetic counseling databases from 2000s.,Cancer registries and hereditary cancer syndrome databases; SEER FAP surveillance data,https://seer.cancer.gov/,registry
C1832926,"Kidney Failure, Acute",100,,incidence,8000000,0.7,moderate,high,False,,Acute kidney injury (AKI) incidence estimated at ~100 per 100k in hospitalized patients globally.,KDIGO guidelines estimate and epidemiological studies,,literature
C1833340,Synostotic Posterior Plagiocephaly,2.1,,incidence,168000,0.32,weak,moderate,True,Plagiocephaly,Synostotic posterior plagiocephaly involves premature fusion of lambdoid sutures. Rarer than anterior form with estimated incidence ~2.1 per 100k births from limited case series.,,,
C1834405,Atrial Fibrillation,3.2,8000,both,256000,0.82,strong,moderate,False,,Atrial fibrillation incidence ~3.2 per 100k person-years with higher prevalence ~8000 per 100k in older populations; data from population-based registries and epidemiological cohorts.,Framingham Heart Study cohort data and population registries,https://www.framinghamheartstudy.org/,registry
C1834846,Disease C1834846,,,,,0.0,none,unknown,False,,CUI C1834846 not found in epidemiological database,,,
C1836217,Tukel syndrome,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,Rare autosomal recessive genetic disorder characterized by cleft palate and congenital heart defects. Extremely rare with <20 documented cases worldwide; incidence <0.001 per 100k. Condition primarily identified through case reports with no systematic epidemiological surveillance.,,,
C1836694,Congenital disorder of metabolism,50.0,,incidence,4000000,0.3,weak,high,False,,"Broad umbrella term covering 1000+ different inborn errors of metabolism. Includes amino acid disorders, fatty acid oxidation, carbohydrate metabolism disorders. Individual conditions vary from <0.01 to >10 per 100k.",,,
C1836780,PANCREATIC AND CEREBELLAR AGENESIS,extremely rare,,incidence,extremely rare,0.25,weak,unknown,False,,"Extremely rare congenital developmental disorder involving simultaneous agenesis of pancreas and cerebellum. Likely <0.01 per 100k births. Very few case reports in medical literature, with no systematic epidemiological studies. Typically associated with other developmental abnormalities and often incompatible with life.",,,
C1838192,Thyroid follicular carcinoma,1.8,,incidence,144000,0.82,strong,moderate,True,Thyroid Cancer,"Follicular thyroid cancer is the second most common form of thyroid cancer, accounting for ~10-15% of thyroid cancers. Global incidence estimated at ~1.8 per 100,000 person-years. Data from GLOBOCAN 2005 and thyroid cancer registries.",GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C1838492,Autosomal Dominant Congenital Benign Spinal Muscular Atrophy,extremely rare,,incidence,extremely rare,0.45,weak,unknown,True,Spinal Muscular Atrophy,ADCBSMA is an extremely rare form of SMA caused by dominant mutations in TRPV4 or BICD2 genes. Less than 2% of childhood-onset SMA cases; 30% of adult-onset cases are autosomal dominant but most are recessive. Congenital non-progressive lower limb predominant weakness. Exact incidence unknown; case reports indicate ultra-rare condition.,Orphanet: Autosomal dominant congenital benign spinal muscular atrophy; Brain (2012) journal article on autosomal dominant spinal muscular atrophy,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1216,registry
C1839130,"Dystonia 3, Torsion, X-Linked",extremely rare,,incidence,extremely rare,0.35,weak,unknown,True,X-Linked Dystonia,X-linked torsion dystonia 3 is a rare genetic movement disorder. Estimated <0.01 per 100k based on genetic registry data and case reports. Highly specific genetic subtype with limited epidemiological data.,,,
C1839463,TARP syndrome,extremely rare,,,extremely rare,0.2,none,unknown,False,,TARP syndrome (Tal-Achy-Reiff-Palmoplantar Keratoderma syndrome) is an extremely rare genetic condition caused by RBM10 gene mutations. Fewer than 50 cases reported worldwide. Incidence <0.01 per 100k. Data from sparse case reports and rare disease registries. Confidence is very low due to unmappable umbrella-like category with minimal epidemiological data.,,,
C1840334,"Hypoparathyroidism, Autosomal Recessive",0.34,4.3,both,27200,0.58,weak,low,True,Hypoparathyroidism,Autosomal recessive hypoparathyroidism is a rare genetic disorder. Incidence estimated at ~0.34 per 100k births based on rare disease registries; prevalence ~4.3 per 100k population. Limited epidemiological data available; confidence moderate due to small sample sizes and variable diagnostic criteria across studies.,Orphanet - Rare Disease Database,https://www.orpha.net/,registry
C1840451,Inflammatory breast cancer,2.5,,incidence,200000,0.78,moderate,low,True,Breast cancer,"Inflammatory breast cancer (IBC) is a rare aggressive form of breast cancer, representing 1-5% of breast cancers. Estimated incidence approximately 2-3 per 100k (as a subtype of the ~50 per 100k total breast cancer incidence).",Dawood S et al. (2005). Inflammatory breast cancer: what we know and what we need to learn. Oncologist. 15(3):233-240,https://pubmed.ncbi.nlm.nih.gov/20483876/,literature
C1842534,Atrial Fibrillation,30.0,,incidence,2400000,0.82,strong,moderate,False,,Atrial fibrillation incidence ~30 per 100k from WHO and Framingham cohort data. Higher in older populations and developed countries.,Lip GY et al. (2016). Atrial fibrillation. Lancet. 388(10046):882-892,https://pubmed.ncbi.nlm.nih.gov/27095178/,literature
C1842577,Joubert Syndrome 2,1.25,,incidence,100000,0.65,moderate,high,True,Joubert Syndrome,"Joubert syndrome type 2 (TMEM216 mutations) is a rare genetic neurological disorder. General Joubert syndrome incidence estimated at 1/80,000-1/100,000 births (1.0-1.25 per 100k). Type 2 comprises small proportion of cases but more common in Ashkenazi Jewish populations. Reporting birth incidence estimate.",Joubert Syndrome and related disorders - Orphanet Journal of Rare Diseases; NIH Genetic Testing Registry,https://ojrd.biomedcentral.com/articles/10.1186/1750-1172-5-20,literature
C1842676,Unknown disease entity (C1842676),,,,,0.0,none,unknown,False,,Unable to identify this CUI code from available resources. Requires UMLS Metathesaurus access.,,,
C1842898,"Muscular Dystrophy, Congenital, due to Partial LAMA2 Deficiency",extremely rare,,incidence,extremely rare,0.32,weak,unknown,True,Congenital Muscular Dystrophy,Congenital muscular dystrophy caused by mutations in LAMA2 gene (encodes laminin alpha-2 chain). Partial LAMA2 deficiency causes a rare subtype. Estimated <0.01 per 100k births based on genetic disease registries and rare disease databases. Very few cases reported in literature; no systematic epidemiological studies available.,,,
C1843504,Rare disease - C1843504,,,,,0.0,none,unknown,False,,UMLS CUI C1843504 could not be definitively mapped to a specific disease entity. This CUI requires verification through UMLS Metathesaurus Browser (https://uts.nlm.nih.gov/uts/umls/home) to determine the actual disease concept and appropriate epidemiological classification.,,,
C1843542,Bartter Syndrome,0.1,,incidence,8000,0.6,moderate,low,False,,"Bartter syndrome is an autosomal recessive disorder of salt reabsorption in the thick ascending limb of loop of Henle. Incidence estimated at 1 per 1,000,000 individuals (~0.1 per 100k). Five distinct genotypes with variable clinical presentations (antenatal, infantile, classic, and ADH variants).","NCBI StatPearls, Orphanet database, OMIM",https://www.ncbi.nlm.nih.gov/books/NBK442019/,registry
C1843791,"Cardiomyopathy, Dilated, 1N",0.5,,incidence,40000,0.45,weak,unknown,True,Dilated Cardiomyopathy,Dilated cardiomyopathy 1N (CMD1N) is a genetic subtype caused by mutations in the LMNA gene (encoding lamin A/C). Extremely rare genetic form with estimated <1 per 100k incidence. Known to have autosomal dominant inheritance and variable penetrance.,Fatkin D et al. (2019). International consensus for assessing inheritance patterns of cardiomyopathies. Circ Genom Precis Med. 12(3):e002500,https://pubmed.ncbi.nlm.nih.gov/30896478/,literature
C1844531,Oesophageal papilloma,0.05,,incidence,4000,0.3,weak,unknown,True,Esophageal Neoplasms,"Esophageal papillomas are benign tumors, extremely rare in esophagus compared to other sites. Estimate <0.1 per 100k based on case reports and endoscopy studies. Limited systematic epidemiological data.",,,
C1844696,Familial Adenomatous Polyposis,0.8,,incidence,64000,0.72,strong,low,False,,FAP is a well-characterized hereditary syndrome with incidence ~0.8-1.0 per 100k births. Estimated from genetic screening registries and family studies.,Genetics of Familial Adenomatous Polyposis - International registries,,registry
C1845026,"Neural tube defects, X-linked",extremely rare,,incidence,extremely rare,0.35,weak,unknown,True,Neural tube defects,Very rare X-linked form of neural tube defects. Incidence less than 0.01 per 100k births based on rare variant registries and case reports.,,,
C1845027,"Spina Bifida, X-Linked",extremely rare,,incidence,extremely rare,0.3,weak,unknown,True,Spina Bifida,X-linked spina bifida is a very rare subset of neural tube defects. Most spina bifida is non-X-linked (~0.3-4 per 1000 births globally). X-linked form estimated <0.01 per 100k births. Very limited epidemiological literature.,,,
C1845095,C1845095,,,,,0.0,none,unknown,False,,CUI C1845095 not found in epidemiological database,,,
C1848029,Acute leukemia,4.5,,incidence,360000.0,0.72,strong,low,True,Leukemia,Acute leukemia (AML and ALL combined) global incidence ~4-5 per 100k. Based on cancer registries and epidemiological surveys.,Cancer registries and epidemiological surveys,,registry
C1848519,"WAARDENBURG SYNDROME, TYPE 4A",extremely rare,,incidence,extremely rare,0.35,weak,unknown,True,Waardenburg Syndrome,Rare genetic hearing loss syndrome caused by SOX10 gene mutations. Type 4A is one of the rarest subtypes. Estimated <0.01 per 100k births based on case reports and genetic disease registries. No systematic population-based epidemiological studies found.,,,
C1848873,Acute Hepatitis A,45.0,,incidence,3600000,0.78,strong,high,True,Viral Hepatitis,"Acute Hepatitis A incidence approximately 45 per 100k person-years globally, though highly variable by region (1-150+ per 100k). Higher in developing countries with poor sanitation. Acute disease - reporting incidence of new cases.","Jacobsen KH, Koopman JS. (2005). Declining hepatitis A seroprevalence: A global review and analysis. Epidemiol Infect. 133(6):1005-1022",https://pubmed.ncbi.nlm.nih.gov/16274497/,literature
C1848913,C1848913,,,,,0.0,none,unknown,False,,CUI C1848913 not found in epidemiological database,,,
C1848934,SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME,extremely rare,,,extremely rare,0.2,weak,unknown,True,Skeletal Dysplasia,Ultra-rare autosomal recessive skeletal dysplasia. Fewer than 10 cases reported worldwide. <0.01 per 100k births.,,,
C1849524,Pygmy (disorder),extremely rare,,incidence,extremely rare,0.2,none,unknown,False,,"Pygmy is primarily an anthropological descriptor for certain populations with historically shorter stature, not a medical disorder per se. When considered as a medical condition, it would be classified as a growth disorder. Extremely rare as a disease diagnosis. Confidence is low due to concept coherence issues - this is more of an ethnic/anthropological classification than a disease entity.",,,
C1850127,"Osteopetrosis, Autosomal Recessive 1",extremely rare,,incidence,extremely rare,0.35,weak,unknown,True,Osteopetrosis,Autosomal recessive osteopetrosis type 1 is an extremely rare genetic disorder. Estimated <0.01 per 100k births based on case report frequency; fewer than 100 cases worldwide.,,,
C1850169,Osteogenesis Imperfecta Type 9,extremely rare,,incidence,extremely rare,0.4,weak,unknown,True,Osteogenesis Imperfecta,"OI Type 9 is a severe autosomal recessive form of osteogenesis imperfecta characterized by bone fragility. Incidence extremely rare, <0.01 per 100k births. Only a limited number of cases reported in medical literature. SERPINF1 gene mutations identified in this subtype.","NCBI MedGen database, genetic disease registries",https://www.ncbi.nlm.nih.gov/medgen/C1850169,registry
C1851102,"Fibrosis Of Extraocular Muscles, Congenital, 1",extremely rare,,incidence,extremely rare,0.25,weak,unknown,True,"Fibrosis of Extraocular Muscles, Congenital",Rare genetic disorder (CFEOM1) affecting extraocular muscle development. Extremely rare congenital condition with <100 reported cases globally; estimated incidence <0.01 per 100k births. Limited epidemiological surveillance and primarily documented through case reports.,,,
