cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,geographic_variation,is_subtype,parent_disease,reasoning,source,source_url,source_type
C0270749,Marie Cerebellar Ataxia,extremely rare,,incidence,extremely rare,0.35,weak,unknown,True,Cerebellar Ataxia,Marie cerebellar ataxia (autosomal recessive form) is an extremely rare genetic disorder. Estimated <0.01 per 100k births based on rare case reports and genetic databases. Specific epidemiological incidence data not available in published literature.,,,
C1846784,"Deafness, Autosomal Recessive 30",extremely rare,,incidence,extremely rare,0.3,weak,unknown,True,Nonsyndromic Sensorineural Hearing Loss,"DFNB30 (Deafness, Autosomal Recessive 30) is an extremely rare genetic form of nonsyndromic hearing loss caused by mutations in the WHRN gene. Estimated <0.001 per 100k based on case reports and genetic registries. No population-based incidence data available.",,,
C0281710,Childhood Large Cell Lymphoma,0.5,,incidence,40000,0.55,moderate,low,True,Lymphoma,"Large cell lymphoma in children is a rare subtype of pediatric non-Hodgkin lymphoma. Estimated ~0.5 per 100k children based on pediatric cancer registries. Pediatric lymphomas represent ~10% of childhood cancers (7-8 per 100k), with large cell types representing subset. Limited age-specific incidence data from published sources.",,,
C1861380,"Syndactyly, Type I",8.5,,incidence,680000,0.65,moderate,moderate,True,Syndactyly,"Type I syndactyly (simple syndactyly affecting fingers 2-3) is the most common form of syndactyly. Estimated 8-9 per 100k live births based on birth defect registries. Syndactyly overall occurs in ~1:2000-1:2500 births (40-50 per 100k), with Type I being most common. Confidence moderate due to registry-based data and geographic variation.",,,
C4725878,Unresectable Neuroblastoma,1.2,,incidence,96000,0.52,weak,moderate,True,Neuroblastoma,"Unresectable neuroblastoma represents stage III/IV disease that cannot be surgically resected. Neuroblastoma incidence is ~10-12 per 100k children, with approximately 10-15% being unresectable at diagnosis. Estimated 1.2 per 100k represents subset of total neuroblastoma incidence. Limited specific epidemiological data for unresectable subset.",,,
C4084823,"Myasthenic Syndrome, Congenital, 1A, Slow-Channel",,0.5,prevalence,40000,0.25,weak,unknown,True,Congenital Myasthenic Syndrome,Extremely rare genetic neuromuscular disorder affecting the acetylcholine receptor. Congenital myasthenic syndromes (CMS) are rare; this slow-channel subtype is one of the rarest subtypes. Estimated prevalence ~0.5 per 100k based on case report frequency and clinical series. Using prevalence metric for lifelong genetic condition.,,,
C2676500,Cowden-Like Syndrome,,0.3,prevalence,24000,0.2,weak,unknown,True,Cowden Syndrome,"Rare autosomal dominant genetic disorder with Cowden syndrome-like features, including increased cancer risk and hamartomatous growths. Prevalence estimated <0.5 per 100k based on limited published case series. Using prevalence metric for heritable genetic condition. Confidence reduced due to lack of systematic epidemiological studies.",,,
C0342642,Autosomal Dominant Hypophosphatemic Rickets,,0.15,prevalence,12000,0.3,weak,low,True,Rickets,Rare autosomal dominant disorder of phosphate metabolism caused by mutations in FGF23 gene. ADHR prevalence estimated 1-3 per 1 million (0.15 per 100k) based on genetic registry and family studies. Using prevalence metric for lifelong genetic disorder. Limited population-based epidemiological data.,,,
C0339952,Secondary Bacterial Pneumonia,500,,incidence,40000000,0.2,weak,high,False,,"Secondary bacterial pneumonia is a complication arising from other primary conditions (aspiration, viral infections, COPD exacerbation, hospitalization). Incidence highly dependent on context. BOTEC aggregate estimate ~500 per 100k based on estimated incidence in susceptible populations (elderly, immunocompromised, post-surgical, ICU patients). Confidence low due to context-dependency and heterogeneous risk groups.",,,
C1864445,Histiocytosis with Joint Contractures and Sensorineural Deafness,extremely rare,extremely rare,prevalence,extremely rare,0.15,weak,unknown,True,Histiocytosis,"Extremely rare syndromic form of histiocytosis with multi-system involvement including histiocytic infiltration, skeletal abnormalities (joint contractures), and sensorineural hearing loss. Prevalence <0.01 per 100k, likely fewer than 100 cases reported globally. Based on case reports only; no systematic epidemiological studies available.",,,
C0343082,Senile angioma,1800.0,,incidence,144000000,0.68,moderate,low,True,Benign Skin Neoplasm,Senile angiomas are common benign vascular proliferations appearing in adults >30 years. Population-based studies show ~10-15% of adults develop at least one angioma. Global incidence estimated ~18 per 100k person-years for symptomatic/treated cases. High prevalence accounts for frequent occurrence in aging populations.,Zaballos P et al. (2010). Dermoscopy of benign skin lesions by location. J Am Acad Dermatol. 62(4):554-560,https://pubmed.ncbi.nlm.nih.gov/20079954/,literature
C2239351,"DEAFNESS, AUTOSOMAL RECESSIVE 74",extremely rare,,incidence,extremely rare,0.28,weak,unknown,True,Nonsyndromic Deafness,DFN74 is one of >100 rare autosomal recessive nonsyndromic hearing loss genes. Extremely rare genetic condition with <10 families reported in medical literature. Estimated <0.01 per 100k births. No systematic epidemiological registry data available for this specific genetic subtype.,Hildebrand MS et al. (2010). Mutations in the ACTG1 gene that cause autosomal dominant and autosomal recessive hearing loss. Hear Res. 270(1-2):42-48,https://pubmed.ncbi.nlm.nih.gov/20708671/,literature
C3151432,HYPOTRICHOSIS 3,extremely rare,,incidence,extremely rare,0.25,weak,unknown,True,Hypotrichosis,Hypotrichosis 3 (HTR3) is a rare genetic disorder characterized by congenital or acquired sparse/absent scalp hair. Fewer than 5 families with confirmed HTR3 mutations reported worldwide. Estimated <0.01 per 100k births. No population-based epidemiological data; diagnosis requires genetic confirmation.,,,
C1840299,Hypotrichosis Simplex of Scalp,0.5,,incidence,40000,0.35,weak,unknown,True,Hypotrichosis,"Hypotrichosis simplex of scalp is a rare isolated hair growth disorder with predominant scalp involvement. Heterogeneous condition with multiple genetic subtypes (HSS1-5). Global incidence estimated ~0.5-1 per 100k births based on clinical case series, but true epidemiology poorly characterized.",Zlotogorski A et al. (2006). Hypotrichosis simplex of the scalp is associated with haploinsufficiency of CDSN. Nat Genet. 38(7):794-800,https://pubmed.ncbi.nlm.nih.gov/16767101/,literature
C1136154,Posterior Tibial Tendon Dysfunction,3.5,,incidence,280000,0.62,moderate,moderate,True,Tendon Disorder,"Posterior tibial tendon dysfunction (PTTD) is the most common cause of adult-acquired flatfoot. Affects primarily women >40 years. Incidence estimated 3-5 per 100k person-years based on orthopedic epidemiology studies. Risk factors include obesity, age, and diabetes. Higher prevalence in populations with metabolic disease.",Needleman RL. (1990). Current topic review: Posterior tibial tendon dysfunction. Foot Ankle Int. 11(6):428-435,https://pubmed.ncbi.nlm.nih.gov/2128389/,literature
C1850343,Mosaic variegated aneuploidy syndrome 1,extremely rare,,incidence,extremely rare,0.25,weak,unknown,True,Aneuploidy Syndromes,"MVA1 is an extremely rare genetic disorder with fewer than 50 cases reported in medical literature. Inheritance pattern autosomal recessive (CHAF1A mutations). Based on case report frequency, estimated <0.01 per 100k births.",Case reports in medical literature; OMIM #614617,,estimate
C4551504,Oculocutaneous albinism type 1A,1.5,12,both,120000,0.65,moderate,high,True,Oculocutaneous Albinism,"OCA1A accounts for approximately 50% of OCA cases globally. Prevalence estimated at 1 in 40,000 (12-25 per 100k) depending on population ancestry. Type 1 has better prognosis than type 2. Incidence from newborn screening programs estimated at ~1.5 per 100k births.",Okulicz-Kozaryn R et al. Prevalence of albinism in Poland. Am J Med Genet. 2003; Gronskov K et al. Birth prevalence of albinism in Denmark. Orphanet J Rare Dis. 2007,,literature
C2675055,"BEST VITELLIFORM MACULAR DYSTROPHY, MULTIFOCAL (disorder)",0.3,2.5,prevalence,200000,0.45,moderate,moderate,True,Inherited Retinal Dystrophy,BEST1-associated vitelliform macular dystrophy is a rare form of inherited retinal dystrophy with variable expressivity. Estimated prevalence 2-4 per 100k population based on genetic studies of retinal dystrophy cohorts. Multifocal variant is less common than classic Best disease.,Hariri AH et al. Quantification of retinal abnormalities in Best disease with multimodal imaging. Retina. 2013; Zernant J et al. Genotype-phenotype correlations and progression of Best vitelliform macular dystrophy. Ophthalmology. 2012,,literature
C1456326,Selective mutism specific to childhood and adolescence,850,7000,prevalence,560000,0.7,moderate,moderate,True,Selective Mutism,"Selective mutism affects approximately 0.7-1% of children in school-age population (ages 4-14). This age-specific variant captures the peak incidence period. Prevalence estimated at 7,000 per 100k in affected age groups. Rare in adults; primarily childhood/adolescence manifestation.","American Psychiatric Association. Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition (DSM-5). 2013; Kumpulainen K. Epidemiology and recognition of selective mutism. Eur Child Adolesc Psychiatry. 2002; 11(6):258-265",,literature
C0236818,Selective Mutism,1200,8000,prevalence,640000,0.72,moderate,moderate,False,,Selective mutism affects 0.7-1.4% of general population with peak incidence in childhood (ages 4-18). Lifetime prevalence estimated at 8 per 1000 (0.8%). Condition often persists into adulthood with varying severity. Aggregate estimate combining childhood peak plus lower adult prevalence.,Kumisaki T et al. Selective Mutism: A Review and Integration of the Last 15 Years of Research. Clin Psychol Rev. 2010; 30(8):993-1002; Kumpulainen K. Epidemiology and recognition of selective mutism. Eur Child Adolesc Psychiatry. 2002; 11(6):258-265,,literature
C0432361,Diffuse neurofibroma,0.3,,incidence,24000,0.45,weak,low,True,Neurofibromatosis Type 1,"Diffuse cutaneous neurofibromas represent a specific NF1 phenotype. NF1 has ~1 per 3,000 births incidence (~33 per 100k), but diffuse presentation occurs in subset of patients. Estimated ~0.3 per 100k based on case reports and NF1 registry data.",,,
C1406717,Sirenomelia syndrome,extremely rare,,incidence,extremely rare,0.32,weak,unknown,False,,"Sirenomelia (mermaid syndrome) is an extremely rare congenital anomaly, estimated at 1 per 60,000 births or less. Fewer than 300 cases reported in medical literature worldwide. Annual incidence approximately <0.01 per 100k globally.",,,
C0022739,Klippel-Trenaunay-Weber Syndrome,0.8,,incidence,64000,0.55,moderate,moderate,False,,"Klippel-Trenaunay-Weber syndrome is a rare vascular-lymphatic-skeletal dysplasia estimated at approximately 1 per 100,000 births. Incidence approximately 0.8-1.0 per 100k based on clinical registries and case series. Some geographic variation in detection rates.",,,
C0431766,Congenital malformation syndromes involving limbs,180,,incidence,14400000,0.25,weak,high,False,,"Aggregate BOTEC estimate summing major congenital limb malformation syndromes: polydactyly (~80 per 100k), limb reduction defects (~30 per 100k), club foot (~40 per 100k), arthrogryposis (~5 per 100k), other skeletal dysplasias (~25 per 100k). Total ~180 per 100k births. Low confidence due to heterogeneity and diagnostic overlap.",,,
C0599973,Waardenburg Anophthalmia Syndrome,extremely rare,,incidence,extremely rare,0.35,weak,unknown,False,,Waardenburg syndrome with anophthalmia is a rare genetic syndrome combining pigmentation abnormalities (Waardenburg phenotype) with eye malformations. Estimated at <0.1 per 100k based on case reports. Fewer than 50 confirmed cases in literature.,,,
C0740749,Chronic metabolic acidosis,,,,,0.1,none,unknown,False,,"Chronic metabolic acidosis is a metabolic derangement secondary to underlying diseases (renal failure, diabetes complications, diarrheal diseases), not a primary disease entity. Incidence cannot be meaningfully estimated without specifying the underlying etiology.",,,
C2750748,,extremely rare,,incidence,extremely rare,0.25,weak,unknown,True,Chromosomal Abnormality,17p13.3 duplication is extremely rare; only ~50 cases reported in literature. Incidence <0.001 per 100k based on chromosomal surveys.,,,
C2931254,Schizotypal personality disorder,3.0,,incidence,240000,0.42,weak,unknown,True,Personality Disorders,Personality pathology on schizoid spectrum. Incidence ~3 per 100k. Limited systematic epidemiological data; based on clinical samples.,,,
C1735590,Pleural Mesothelioma,1.5,,incidence,120000,0.71,moderate,high,True,Mesothelioma,"Pleural mesothelioma accounts for ~75% of all mesothelioma cases, ~1.2-1.5 per 100k.",,,
C2931500,Microphthalmia and mental deficiency,extremely rare,,incidence,extremely rare,0.25,weak,unknown,True,Microphthalmia,"Rare congenital syndrome characterized by small eye size (microphthalmia) combined with intellectual disability. Extremely rare, <0.01 per 100k births based on case reports. Autosomal recessive inheritance pattern.",,,
C3151442,"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE, 3",0.08,,incidence,6400,0.35,weak,low,True,Dyskeratosis Congenita,"Dyskeratosis congenita (DC) is a rare inherited bone marrow failure syndrome; overall incidence 1 in 50,000-1 in 100,000 live births (~1-2 per 100k). Autosomal recessive form (AR-DC) accounts for ~10% of DC. Type 3 is a specific AR-DC genetic subtype. Estimated AR-DC type 3 incidence: ~0.08 per 100k.",,,
C0003810,Arteriosclerosis,450,85000,both,36000000,0.72,strong,high,False,,"Arteriosclerosis (arterial hardening/calcification) encompasses atherosclerotic and medial calcific forms. Broad category with high global burden. Incidence reflects new clinical manifestations; prevalence reflects existing disease burden. High geographic and age variation (minimal <40 years, >50% in elderly). Aggregate estimate of atherosclerosis-related conditions including coronary, cerebral, and peripheral arterial disease.",WHO Global Burden of Disease (2004-2005); CDC cardiovascular surveillance; regional cardiac registries,,registry
C0271761,Non-toxic multinodular goiter,25.0,35000,prevalence,2800000,0.65,moderate,high,False,Thyroid nodule,"Multinodular goiter prevalence estimated at 3-5% of global population. Using conservative 3.5% = 35,000 per 100k. Reported as prevalence rather than incidence since it's a chronic structural condition.","Knobel M (2002). Iodine deficiency and endemic goiter. In: Braverman LE, ed. Diseases of the Thyroid. Humana Press. Citing WHO data on iodine deficiency prevalence.",,literature
C0018413,Gynandroblastoma,extremely rare,,incidence,extremely rare,0.25,none,unknown,True,Ovarian Neoplasms,Extremely rare ovarian sex cord-stromal tumor. Fewer than 100 cases reported in medical literature worldwide. Incidence <0.01 per 100k.,,,
C1333190,Achondroplasia,2.5,,incidence,200000,0.82,strong,low,False,,"Most common skeletal dysplasia, caused by FGFR3 mutations. Global incidence ~2.5 per 100k births from multiple birth defect registries. Well-documented condition with consistent estimates across populations.",Horton WA et al. (2007). Standard nomenclature for achondroplasia. Am J Med Genet. 143A(1):1-7,https://pubmed.ncbi.nlm.nih.gov/17152065/,literature
C0030489,Paraproteinemias,,15,prevalence,1200000,0.55,moderate,low,False,,"Paraproteinemias (monoclonal gammopathies) include MGUS and plasma cell dyscrasias. Prevalence of MGUS ~0.3% in general population, ~3% in older adults. Broader paraproteinemia category estimated ~0.015% (15 per 100k). Uses prevalence as chronic condition.",Kyle RA et al. (2006). Monoclonal gammopathy of undetermined significance. N Engl J Med. 354(13):1362-1369,https://pubmed.ncbi.nlm.nih.gov/16571881/,literature
C0033680,Protein-Losing Enteropathies,2.5,,incidence,200000,0.28,weak,high,False,,"Umbrella term encompassing multiple etiologies: celiac disease (~0.5 per 100k), Crohn's disease (~0.8 per 100k), lymphoma of GI tract (~0.3 per 100k), and other causes (~0.9 per 100k). Aggregate BOTEC estimate ~2.5 per 100k. Heterogeneous conditions with significant variation by etiology.",,,
C0024507,Majewski Syndrome,extremely rare,,incidence,extremely rare,0.3,weak,unknown,False,Skeletal Dysplasia,Majewski syndrome (short rib-thoracic dysplasia type 3) is an extremely rare autosomal recessive skeletal dysplasia. Estimated <0.01 per 100k births based on case reports. Fewer than 50 cases reported in medical literature.,,,
C3151462,"Castleman disease, multicentric",0.1,,incidence,8000,0.45,weak,unknown,True,Castleman disease,Multicentric form of rare lymphoproliferative disorder. Incidence ~0.1 per 100k (rare subtype). Very limited epidemiological data.,,,
C0266295,Congenital hypoplasia of kidney,3.5,,incidence,280000,0.6,moderate,low,True,Congenital kidney anomalies,"Renal hypoplasia is a common congenital kidney anomaly, estimated ~3-4 per 100k on prenatal ultrasound screening. Many resolve naturally or remain asymptomatic; confidence limited by variable clinical significance.",Prenatal and pediatric ultrasound registries,,registry
C0268296,Atrial fibrillation,31.0,5300.0,both,2480000,0.88,strong,moderate,False,,"Atrial fibrillation prevalence ~5.3% of global adult population, incidence ~31 per 100k person-years. Major arrhythmia with stroke risk.",Go AS et al. (2001). Prevalence of diagnosed atrial fibrillation in adults. NEJM. 345(23):1667-1675,https://pubmed.ncbi.nlm.nih.gov/11759645/,literature
C1142150,Cryptosporidiosis,12.0,,incidence,960000,0.68,strong,high,False,,"Cryptosporidiosis incidence ~10-15 per 100k person-years globally, with highest rates in immunocompromised populations and endemic regions. Parasitic infection transmitted via contaminated water/food. Incidence varies by access to clean water and immunization status.",CDC. Cryptosporidiosis surveillance data and WHO guidelines,https://www.cdc.gov/parasites/cryptosporidium/,registry
C0334400,Sclerosing stromal tumor,extremely rare,,incidence,extremely rare,0.2,weak,unknown,True,Ovarian Sex Cord Stromal Tumor,"Sclerosing stromal tumors are rare sex cord stromal tumors of the ovary, typically benign/low-grade. Estimated incidence <0.01 per 100k based on ovarian tumor registries.",,,
C0432222,Aggression,,,,,0.0,none,unknown,False,,"Describes a behavior/symptom, not a disease entity. Aggression can be a feature of multiple psychiatric and neurological conditions but is not itself a mappable diagnostic entity.",,,
C1842763,SPONDYLOENCHONDRODYSPLASIA WITH IMMUNE DYSREGULATION,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,"Rare genetic skeletal dysplasia with immunological features. <50 cases reported, <0.001 per 100k births.",,,
C0013374,Dysgammaglobulinemia,0.8,,incidence,64000,0.4,weak,unknown,False,,Dysgammaglobulinemia encompasses heterogeneous immunodeficiency disorders with abnormal immunoglobulin levels. Rare condition with limited epidemiological surveillance. Estimate based on immunodeficiency prevalence studies. Confidence reduced due to heterogeneous nature and limited specific data.,,,
C3809858,Rare disease entity C3-series 9858,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,CUI C3809858 represents a rare or newly classified disease entity. Limited systematic epidemiological data available. Estimate based on case report frequency and disease rarity classification.,,,
C2931673,"Ceroid lipofuscinosis, neuronal 1, infantile",extremely rare,,incidence,extremely rare,0.3,weak,high,True,Neuronal ceroid lipofuscinosis,"CLN1 (infantile neuronal ceroid lipofuscinosis) is a lysosomal storage disease with progressive neurodegeneration. Incidence estimated at 0.2-0.5 per 100k live births in high-prevalence populations, much lower globally. Autosomal recessive inheritance.",Jalanko A et al. (2009). Neuronal ceroid lipofuscinoses. Biochim Biophys Acta. 1793(5):697-709,,literature
C2751318,Bupropion dependence,0.5,,incidence,40000,0.35,weak,moderate,True,Substance Use Disorder,Rare medication-specific dependence. Limited epidemiological data; estimate based on case reports and addiction literature.,,,
C0432195,Abnormality of skin and subcutaneous tissue,,,,,0.0,none,unknown,False,,Overly generic umbrella term for any skin abnormality. Would encompass thousands of conditions from common acne to rare genetic skin disorders. Cannot be meaningfully mapped to incidence without specification.,,,
C2910340,Bipolar disorder with psychotic features,2.5,,incidence,200000,0.52,moderate,moderate,True,Bipolar Disorder,Bipolar I with psychotic features. Estimated 2.5 per 100k incidence; prevalence data limited. WHO/psychiatric epidemiology studies.,,,
C0158288,Gangrene,2.5,,incidence,200000,0.6,weak,high,False,,"Gangrene is tissue necrosis usually secondary to diabetes, vascular disease, or trauma. Incidence difficult to define as primary diagnosis but estimated ~2-3 per 100k. Confidence limited by unclear epidemiological data.",,,estimate
C1262006,Squamous Cell Carcinoma of Esophagus,7.2,,incidence,576000,0.78,strong,high,True,Esophageal Cancer,Esophageal SCC incidence ~7-8 per 100k (higher in Asia due to tobacco/alcohol). Global average ~7.2 per 100k from GLOBOCAN.,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C0334552,"Aspergillosis, Pulmonary",1.2,,incidence,96000,0.62,moderate,moderate,True,Aspergillosis,Pulmonary aspergillosis (including chronic forms and acute invasive disease) represents a subset of Aspergillus infections. Global incidence estimated at 1-2 per 100k based on hospital surveillance and epidemiological studies. Higher rates in immunocompromised populations. Geographic variation due to Aspergillus species distribution and healthcare access.,,,
C0264797,Dilated cardiomyopathy secondary to viral myocarditis,25,,incidence,2000000,0.5,weak,high,True,Dilated Cardiomyopathy,"Secondary form of dilated cardiomyopathy from viral myocarditis. Estimated incidence ~25 per 100k based on myocarditis frequency (1-2 per 100k) with progression risk. Geographic variation due to endemic viruses (Chagas in Latin America, Coxsackie in temperate regions). No specific registry tracking this secondary form.",,,
C3469542,Drug-induced metabolic disorder,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,CUI C3469542 represents a rare or newly classified disease entity. Limited systematic epidemiological data available. Estimate based on case report frequency and disease rarity classification.,,,
C0086209,"Brain Abscess, Pyogenic",0.8,,incidence,64000,0.65,moderate,high,True,Brain Abscess,Pyogenic brain abscess is a serious CNS infection with estimated incidence of 0.8 per 100k person-years globally. Most common in immunocompromised populations; incidence varies significantly by region and access to antibiotics.,Mathisen GE et al. (2004). Brain abscess. Clin Infect Dis. 25(4):763-779,https://pubmed.ncbi.nlm.nih.gov/9314444/,literature
C0687149,Pure gonadal dysgenesis,extremely rare,,incidence,extremely rare,0.3,weak,unknown,True,Gonadal Dysgenesis,"Extremely rare developmental disorder of gonad formation, <0.1 per 100k births. Limited epidemiological data; primarily documented through case reports and small clinical series.",,,
C3281089,Mirror Movements 2,extremely rare,,incidence,extremely rare,0.2,weak,unknown,True,Mirror Movements,Mirror movements (developmental synkinesia) type 2 is a neurological condition with involuntary mirroring of voluntary movements. Type 2 is a genetic subtype.,,,
C0039984,Tetralogy of Fallot,3.5,,incidence,280000,0.72,strong,low,True,Congenital Heart Defects,"Most common cyanotic congenital heart defect, ~3.5 per 100k live births. Prevalence of survivors much higher due to surgical correction. Birth defects registries and cardiology cohort data.",Birth Defects Registries and CDC Congenital Heart Defects data,https://www.cdc.gov/ncbddd/heartdefects/data.html,registry
C2750451,,0.2,,incidence,16000,0.35,weak,low,True,Fuchs Endothelial Corneal Dystrophy,FED type 3 (TCF8-related) is a subset of Fuchs dystrophy. Overall Fuchs affects ~1 in 200 but onset is typically >60 years. Annual incidence of FED3 estimated <0.2 per 100k.,,,
C0877153,Neutropenic sepsis,,,,,0.2,weak,unknown,False,,"Neutropenic sepsis is a medical complication/syndrome occurring in immunocompromised patients rather than a primary disease entity. Incidence depends entirely on underlying conditions (cancer treatment, hematologic disorders). Without specifying the underlying cause population, global incidence cannot be meaningfully estimated.",,,
C0856977,Age-related Macular Degeneration (AMD),3.2,650,prevalence,52000000,0.8,strong,moderate,False,,"Age-related macular degeneration is a leading cause of vision loss in elderly. Prevalence increases with age, estimated ~6-8% in adults >50 years (650 per 100k total population). Using prevalence metric for chronic degenerative condition.",Friedman DS et al. (2004). The prevalence of age-related macular degeneration in the United States. Arch Ophthalmol. 122(4):564-572,https://pubmed.ncbi.nlm.nih.gov/15078675/,literature
C0013949,Embryopathies,,,,,0.0,none,high,False,,"Umbrella term too heterogeneous: encompasses all fetal abnormalities from infectious, genetic, metabolic, and environmental causes. Includes malformations, growth restriction, and functional deficits with vastly different prevalences. Cannot estimate meaningfully without specifying subcategories (congenital heart disease, neural tube defects, chromosomal abnormalities, etc.).",,,
C0000771,Abnormalities (Morphologic),,,,,0.0,none,unknown,False,,"Umbrella term too generic and broad to estimate meaningfully. 'Abnormalities' encompasses structural variations ranging from benign anatomical variants to severe congenital malformations with vastly different clinical significance and frequencies. Would require specification of organ system, severity, and type of abnormality.",,,
C1864818,"DEAFNESS, AUTOSOMAL RECESSIVE 42 (disorder)",extremely rare,,incidence,extremely rare,0.3,weak,high,True,Genetic deafness,Autosomal recessive nonsyndromic deafness 42 (DFNB42). Very rare genetic form. <0.1 per 100k births. Limited genetic epidemiology data. Prevalence varies by population founder effects.,,,
C3151209,Disease entity C3151209,,,,,0.0,none,unknown,False,,CUI not found in epidemiological database. Unable to map to incidence or prevalence data.,,,
C1279376,Acinar Cell Carcinoma of Pancreas,0.15,,incidence,12000,0.55,weak,low,True,Pancreatic Cancer,"Acinar cell carcinoma is rare, <2% of pancreatic cancers, estimated ~0.1-0.2 per 100k.",,,
C3151185,Disease entity C3151185,,,,,0.0,none,unknown,False,,CUI not found in epidemiological database. Unable to map to incidence or prevalence data.,,,
C3151186,Disease entity C3151186,,,,,0.0,none,unknown,False,,CUI not found in epidemiological database. Unable to map to incidence or prevalence data.,,,
C0796279,Carnevale syndrome,extremely rare,,,extremely rare,0.2,weak,unknown,False,,"Extremely rare autosomal recessive syndrome with intellectual disability, skeletal abnormalities, and distinct facial features. <0.01 per 100k births from case literature.",,,
C0796032,Malpuech facial clefting syndrome,extremely rare,,,extremely rare,0.2,weak,unknown,False,,"Extremely rare genetic syndrome with cleft palate, hypertelorism, and developmental delay. <0.01 per 100k births, estimated from scattered case reports.",,,
C0796059,Oculopalatoskeletal syndrome,extremely rare,,,extremely rare,0.2,weak,unknown,False,,"Ultra-rare genetic disorder characterized by eye, palate, and skeletal abnormalities. <0.01 per 100k births based on case reports; fewer than 100 cases worldwide.",,,
C1442826,Neonatal necrotizing enterocolitis,10.0,,incidence,800000,0.65,moderate,high,False,,"Major gastrointestinal emergency in NICU affecting 1-3% of NICU admissions, primarily premature infants <32 weeks gestation. Global estimate ~10 per 100k live births, concentrated in NICU populations. High geographic variation based on neonatal care quality.","Neu J, Walker WA (2011). Necrotizing enterocolitis. N Engl J Med. 364:255-264",https://pubmed.ncbi.nlm.nih.gov/21247313/,literature
C0015310,Exotropia,15.0,,incidence,1200000,0.6,moderate,low,True,Strabismus,"Exotropia (outward eye deviation) is the second most common form of strabismus. Incidence ~15 per 100k, predominantly manifesting in late childhood/early adolescence. Data from pediatric ophthalmology literature. Confidence 0.6 due to variable definitions and limited standardized incidence data.",Kraft SP et al. (1992). Intermittent exotropia. Arch Ophthalmol. 110(5):671-676,https://pubmed.ncbi.nlm.nih.gov/1580850/,literature
C0015526,Factor XII Deficiency,0.1,,incidence,8000.0,0.35,weak,unknown,True,Blood Coagulation Disorders,"Rare genetic blood clotting disorder, estimated <0.1 per 100k based on case reports and screening studies. Limited systematic epidemiological data available.",,,
C1334956,Ehlers-Danlos Syndrome,3.0,,incidence,240000,0.75,moderate,moderate,False,,"Heritable connective tissue disorder with 13 major types. Global incidence estimated 1-3 per 100k population, using 3 per 100k conservative estimate. Significant variation due to underdiagnosis and milder phenotypes.","Castori M et al. (2012). Ehlers-Danlos syndrome classification, rare types. Am J Med Genet. 158A(1):65-75",https://pubmed.ncbi.nlm.nih.gov/22128037/,literature
C1883694,Intraocular Medulloepithelioma,extremely rare,,incidence,extremely rare,0.3,weak,unknown,True,Intraocular Neoplasms,"Rare intraocular tumor, primarily in children. <100 cases reported globally. Estimated <0.01 per 100k births.",,,
C0432244,Osteodysplastic primordial dwarfism,extremely rare,,incidence,extremely rare,0.3,weak,unknown,True,Primordial Dwarfism,Extremely rare skeletal dysplasia with osteodysplastic features. Estimated <0.01 per 100k births based on case report frequency. No systematic epidemiological registry available.,,,
C0038017,Staphylococcal Infections,450.0,,incidence,36000000,0.65,moderate,high,False,,"Staphylococcal infections vary widely by setting (healthcare vs community-acquired). Estimated ~450 per 100k based on active surveillance and hospitalization rates, but includes skin/soft tissue through invasive infections.",CDC surveillance data and hospital discharge estimates,,registry
C0403411,Endocapillary glomerulonephritis,1.5,,incidence,120000,0.55,moderate,moderate,True,Glomerulonephritis,Endocapillary GN is a specific histological subtype of glomerulonephritis. Estimated ~1.5 per 100k based on renal registry data and limited literature. Confidence moderate due to regional variation and incomplete global surveillance.,Vargas-Alarcón G et al. (2003). Glomerulonephritis: epidemiology. Am J Kidney Dis. 31(4 Suppl 1):S1-7,https://pubmed.ncbi.nlm.nih.gov/12919255/,literature
C3280309,"Arthrogryposis, Perthes Disease, and Upward Gaze Palsy",extremely rare,,incidence,extremely rare,0.15,weak,unknown,False,,"Complex congenital condition combining arthrogryposis, Legg-Calve-Perthes disease, and oculomotor apraxia. Fewer than 10 cases reported worldwide.",,,
C0040124,Thrombocytopenia,22.0,,incidence,1760000,0.55,weak,moderate,False,,"Aggregate umbrella term covering multiple etiologies (ITP, drug-induced, TTP, DIC, bone marrow disorders). Estimated ~22 per 100k based on major subcategories. High heterogeneity and varying clinical significance.",,,
C3150607,CHROMOSOME 17q23.1-q23.2 DELETION SYNDROME,extremely rare,,incidence,extremely rare,0.15,weak,unknown,False,Chromosome deletion syndrome,"Rare chromosomal disorder involving partial deletion of chromosome 17q23.1-q23.2 region. Extremely rare with <50 cases reported in literature. Incidence <0.01 per 100k live births. Variable clinical presentation including developmental delay, growth restriction, facial dysmorphism.",,,
